"Compound.Name","RT","X1_B_2","X1_B_3","X1_B_4","X1_C_1","X1_C_2","X1_C_3","X10_B_2","X10_B_3","X10_B_4","X10_C_1","X10_C_2","X10_C_3","X14_B_2","X14_B_3","X14_B_4","X14_C_1","X14_C_2","X14_C_3","X15_B_2","X15_B_3","X15_B_4","X15_C_1","X15_C_2","X15_C_3","X16_B_2","X16_B_4","X16_C_1","X16_C_2","X16_C_3","X17_B_2","X17_B_3","X17_B_4","X17_C_1","X17_C_2","X17_C_3","X18_B_2","X18_B_3","X18_B_4","X18_C_1","X18_C_2","X18_C_3","X19_B_2","X19_B_3","X19_B_4","X19_C_1","X19_C_2","X19_C_3","X20_B_2","X20_B_3","X20_B_4","X20_C_1","X20_C_2","X20_C_3","X9_B_2","X9_B_3","X9_B_4","X9_C_1","X9_C_2","X9_C_3","blank03","blank02","blank04","blank01","QC01","QC02","QC03","QC04","QC05","QC06","QC07","QC08","QC09","QC10","QC11","QC12","QC13"
"PE P-40:5|PE P-18:0_22:5'EtherPE'[M+H]+",7.14,1315495.454,1380858.399,1153056.984,842946.0189,777319.0732,1108962.168,766263.5452,1018040.035,767329.1433,884274.927,675959.6763,808630.2709,1206541.868,956496.3747,1285147.385,1230196.935,1212477.999,1076962.867,1030402.359,1260600.247,897651.8477,1314172.6,1007165.113,1079048.366,1123581.885,1011146.791,889824.5666,884193.846,901578.8174,1241317.492,1123055.322,1209988.298,1290571.713,1255419.547,1124023.863,1103903.51,1053461.6,1182792.481,978907.186,1168805.997,1128109.708,1434233.697,1503270.026,1357352.834,1325011.003,1230384.969,1445573.579,1034675.492,1445945.258,1407384.647,1220883.758,1346272.559,1358291.714,1134589.758,1294637.487,694452.713,986387.9871,957454.4633,820812.8934,NA,NA,NA,NA,742334.866,732300.0274,723514.1975,719776.2108,700893.5052,674576.5551,643270.4247,660501.104,656113.4106,619613.1719,611557.1373,603324.0906,645592.4
"PC 36:5|PC 16:0_20:5'PC'[M+H]+",5.33,3445851.865,2994351.099,2137533.286,3156747.712,2375051.366,2920628.29,4214542.049,4367135.019,4492509.957,4266239.337,4049535.37,6054889.189,3699862.072,3678072.302,3131257.475,3124768.252,3014858.35,3297005.268,6975578.253,6825707.435,5794694.584,6085894.137,4444467.727,5087372.898,2792367.029,2730510.837,2739040.465,3467017.785,3820365.032,3664919.077,5231858.12,5067487.435,7510470.082,6184293.315,6226240.412,6447938.406,5212343.012,5250446.4,5641036.667,5551855.7,6494576.664,3992597.926,3613785.471,3850378.937,4456535.31,4850905.401,5202621.963,6047769.033,7859896.962,6775725.88,6819745.523,6718363.202,5203269.717,3654749.901,3643028.631,5998635.779,5753284.931,5012942.244,4323268.14,NA,NA,NA,NA,3491227.392,3456884.869,3459103.318,3421129.655,3369025.017,3470031.821,3395430.258,3428738.636,3503881.105,3634509.262,3623642.792,3735645.225,3942749.289
"PE P-40:4|PE P-18:0_22:4'EtherPE'[M+H]+",7.5,506245.4718,588941.114,689034.9761,766090.6585,638581.5943,667492.5652,421665.361,341723.2448,481551.1595,462337.5715,619700.4865,517421.6596,330489.8775,499904.5924,476357.191,470596.7389,1190576.145,505086.8367,515561.4461,427014.6353,312444.511,355947.9541,395696.7582,470820.7898,572001.4684,686590.8256,507519.7049,668779.7592,456542.8504,412928.2186,296496.1663,305247.997,357523.3994,277431.0289,256225.9674,449391.399,387819.8673,428195.941,391904.6295,493669.576,348809.5001,400746.0536,393124.8525,484823.3268,391714.1014,628025.2447,507824.3618,212810.4302,334536.4609,330212.8072,304486.9507,290758.3976,521388.9337,425799.0406,614066.4632,467749.7831,447730.1559,597356.3388,342957.7697,NA,NA,NA,NA,527171.0792,610368.1791,505755.4281,493633.6586,434145.2404,597241.6232,419990.8421,430346.9633,406071.6007,466392.8568,380767.3665,576933.3664,390933.0122
"PC 36:4|PC 18:2_18:2'PC'[M+H]+",5.4,9263233.587,8203895.72,7140115.399,6867697.644,7587073.237,6125428.372,5713465.083,7348718.622,11224524.07,4652448.255,3542322.437,6064997.602,8488520.229,10044818.62,8182093.171,7479485.286,7771898.99,7446482.361,8721743.51,9634868.3,9049690.324,5884362.012,5794977.816,6552911.516,7034693.272,10945165.09,5783857.948,6842202.053,8125915.523,5750919.851,8271359.202,7824468.347,5480796.392,7697543.364,5916757.921,10376536.07,7912524.179,10385311.78,8142277.127,8484531.001,9055161.998,7320833.61,9337638.706,6714987.569,5325992.604,7306564.187,6481499.582,6056425.013,10758052.47,10442413.33,6345828.538,7089782.314,6473786.882,5526781.985,8093395.054,11202996.79,7396110.335,8792221.366,6112349.404,NA,NA,NA,NA,8587826.583,8506974.139,8538463.579,8271660.156,8038083.707,8070392.343,7685772.683,7723467.026,7374378.622,7592838.727,7267318.444,7614101.094,7804401.39
"PC 36:3|PC 18:1_18:2'PC'[M+H]+",5.81,32263063.04,31106616.36,21591848.63,26424022.67,33069692.64,26865968.7,25264571.47,24123965.13,31481530.48,21384986.27,22750259.09,26387234.08,28906058.59,31370915.57,28786303.29,26227014.12,24997877.29,27561093.17,28804886.67,27503674.26,27480252.49,23736649.29,25389612.45,26616874.83,29480552.29,28987247.71,26570154.11,26927687.61,29458341.83,20065527.1,22049122.43,22164782.17,25911646.72,28432494.12,22377958.8,31251490.7,23379159.04,28771114.77,30668002.36,28137853.11,27376379.29,29001151.75,29756430.79,25562996.86,28120300.73,31512651.98,29446717.13,23478349.9,29727041.27,26966809.8,22172701,24853818.79,24223361.13,25078203.69,24138876.38,33270224.69,28954835.12,32722872.25,23756639.32,NA,NA,NA,NA,32670957.72,32028302.71,31458712.45,30431467.32,28908964.9,28977949.18,27448347.39,27056213.09,27015647.98,26221107.66,25685383.88,25129965.05,25640548.6
"SM 40:2;2O'SM'[M+H]+",6.69,694195.7755,679142.4452,563877.4572,635566.9083,723712.9585,507416.8948,549210.3922,485458.4574,638475.4607,458830.6934,485176.312,600500.5986,527628.497,684663.04,499396.3897,786144.4666,762568.2433,831000.2604,673619.3868,733678.673,510542.3307,545285.1476,502164.9944,525703.8491,1086135.326,465193.0766,444664.7631,492081.5413,512264.025,891412.632,579967.0893,615847.571,1130942.538,719501.6395,618683.886,645224.5719,422407.0707,563551.8934,517387.9075,433049.9023,429464.4331,561306.938,480738.1941,422464.9533,527768.0211,616775.2795,618001.4035,379136.5317,644099.8386,602241.1138,596514.4816,580793.0018,589182.3823,414692.3923,549988.8343,718681.4928,598571.9807,675208.9864,438282.7775,NA,NA,NA,NA,654798.4393,695417.5413,697104.1177,652396.9303,624551.8177,622158.9014,582632.5805,581116.7846,555707.24,545377.7276,501566.1226,499819.6484,556052.4777
"PS 36:2'PS'[M+H]+",5.17,1085560.71,1357823.361,1306684.592,1052097.222,1038949.593,945009.2209,742479.1955,684305.7265,1113083.56,841741.8561,785579.9097,890697.5443,763801.2946,1090869.526,1126410.448,1187142.321,1311942.968,1590083.931,552652.2686,711335.3128,687192.0331,505038.5693,638694.3825,903561.9417,1341809.509,1036866.181,998841.6104,927375.1147,1164861.695,1193549.123,673908.9029,827961.9917,1272731.541,905783.4167,651611.8818,895621.6809,774103.6825,902652.7565,765430.9049,865458.6347,668446.734,678089.1009,760623.825,675638.1531,705699.7145,1167294.29,905804.1461,508838.5059,1036311.213,1047886.089,764228.6751,868386.4542,1072421.46,538965.3066,742667.5212,732301.554,665273.4261,1024873.27,613982.6894,NA,NA,NA,NA,1193611.304,1112696.338,1071523.233,1050481.23,1006782.078,996767.7635,970458.5831,851777.3455,835560.3173,877516.4252,874774.7885,900388.858,830224.1068
"PC O-38:6'EtherPC'[M+H]+",6.2,3349105.687,3473099.021,3902104.195,2975895.779,4709788.466,3253375.703,2248351.513,1799774.088,2850230.497,2663528.996,2109596.047,3130381.423,2871791.223,2768561.816,3209156.089,3318589.403,2783465.895,2328927.023,2810721.102,2825829.738,3071019.748,3295014.638,2750922.921,3284016.558,3297266.07,2920976.154,3379771.345,3499813.81,2701934.497,6261261.499,6089685.453,5747209.782,4204413.016,6757547.876,4546635.732,4661782.435,3033408.142,3024747.918,3672038.374,2807055.388,3049176.259,4041774.214,3619466.877,3561650.049,4297450.77,4294682.715,3966058.116,3772654.5,4008487.577,3901448.967,4870247.175,4633854.298,3749549.883,2796017.763,2782524.613,3755337.549,3407599.805,4679250.551,2803985.83,NA,NA,NA,NA,3894490.456,3901425.819,3808432.439,3688987.869,3605218.073,3545307.48,3407252.838,3383051.938,3388282.063,3297747.885,3254173.384,3254490.611,3323071.414
"PC O-38:5'EtherPC'[M+H]+",6.77,1849508.824,1736378.032,2047003.107,1581104.924,2412374.916,1674254.711,1157167.392,1174355.315,1309511.029,1346743.269,1244646,1812111.185,1232558.87,1373899.55,1385276.272,1564605.443,1385697.234,1230861.05,1651560.889,1537322.171,1503829.12,2215010.366,1522302.085,1613631.345,1822207.633,1614427.443,1546984.713,1477054.986,1681400.055,2971442.27,2939739.603,2748977.374,2156068.09,2576333.764,2042578.084,2371416.024,1432995.347,1736700.688,2258312.824,1561042.281,1394203.072,1882040.632,2017151.465,1888776.95,2552385.699,2164376.467,2264600.429,2234529.582,2766055.803,2710283.019,2837060.016,3089504.807,2551328.577,1666645.965,1771423.607,2090125.043,2015102.618,2316130.401,1504996.645,NA,NA,NA,NA,2128263.884,2053203.888,2001297.513,1972136.735,1913991.365,1907515.181,1827882.244,1801842.652,1811637.999,1762613.414,1774912.529,1782129.659,1855076.36
"PC O-38:5'EtherPC'[M+H]+",6.57,926546.8311,803750.2593,860224.4149,873502.3925,1197686.938,850027.6257,513256.0283,515824.2872,768022.7472,663542.096,584587.1677,865814.7027,565362.9335,682629.7289,475412.7661,449011.6213,453980.7914,476164.5879,770301.0031,732125.8135,623147.0942,663001.9984,625235.8352,753997.4954,1214005.894,948200.5665,950349.9336,921634.8205,1013112.817,746721.9856,576449.0861,598354.3866,579192.6486,816218.0905,553422.1686,939242.8224,547198.7537,700668.122,893707.1484,743993.4642,602448.9167,699317.8469,677042.6882,550514.8207,689893.2954,887300.3802,786851.2675,429904.6571,690319.1451,652366.6429,551587.2129,706595.8142,653264.768,737835.9785,860373.6787,980785.6889,1047932.378,1400476.718,607314.3675,NA,NA,NA,NA,1007183.384,997335.5354,967284.06,907361.1511,890417.7247,866794.615,796742.8693,764729.1068,745625.6186,718660.1635,703319.2068,647526.4293,687199.4711
"SM 41:2;2O|SM 17:1;2O/24:1'SM'[M+H]+",6.89,302336.1234,289613.3663,243984.0849,269400.0789,339176.2906,240499.0029,197867.5675,185613.2307,249915.6723,174002.8833,185443.2192,247234.1235,247544.1398,303453.2166,235765.6613,325771.6129,347808.6151,304826.4063,154884.4904,179793.2591,128429.1386,119276.0026,112470.8884,144060.6879,276006.3546,196231.3676,171810.1128,213111.3259,221823.0034,303312.7298,233714.9065,237820.1049,275531.3957,235590.3932,241065.7238,257444.4186,178138.8274,223832.5851,198728.2446,198912.6504,202558.843,179726.1692,171507.5582,171066.9907,217798.26,260271.5291,257114.0896,176650.0147,290222.7727,294477.5607,249394.7437,252663.4981,274044.6305,168942.2538,256788.5009,302981.819,254136.6616,300239.7453,183105.0246,NA,NA,NA,NA,308845.3942,292526.398,281685.1553,277993.6736,246780.8396,252412.0235,229832.2972,233833.3438,233716.1805,218512.6288,221501.2821,216885.0667,212012.012
"PC O-39:9'EtherPC'[M+H]+",7.14,283341.0551,293868.1752,248652.0579,257778.1933,374375.4527,283834.608,202289.7988,204704.8734,222300.0334,247571.3897,214439.6628,236147.3261,261920.0413,292659.4569,293388.7438,272764.343,263964.1005,228367.4427,305152.0128,272314.23,281687.9855,301697.2171,286353.3541,337860.4991,284494.4429,301061.1671,292371.0786,252622.8424,264624.3922,361557.8026,315730.3593,343165.6419,402667.5735,362739.2677,317395.0851,278195.9401,249346.3181,261503.7299,305940.7096,261123.8641,238363.2578,351996.6192,374379.4291,380300.0946,356961.5093,378927.1962,388490.1374,289174.6271,350378.2585,378462.2593,312386.1507,344419.1081,372408.5341,273217.8582,282270.5241,278323.8974,308659.4007,298036.7026,253651.198,NA,NA,NA,NA,339213.5324,326607.8711,318300.7943,306883.2964,302696.5603,296357.689,278575.4091,287565.3497,289412.4938,270172.4201,274549.8366,276407.5031,296029.0261
"PC 38:8|PC 18:3_20:5'PC'[M+H]+",5.34,407113.6293,689742.4573,362075.1716,409211.699,597007.3922,497406.4932,761809.3258,630255.8048,845972.2023,822070.5168,891407.6082,720953.5799,555109.2458,751473.6353,919593.6941,595122.5869,976100.5036,560503.5417,943123.5404,902468.8804,859709.6607,1136063.313,1068694.047,1142422.617,756414.3709,485278.1604,667052.4337,530137.6959,489191.4493,1671673.431,977981.9775,1277732.351,1721871.913,1990236.045,1568841.424,1315270.559,907635.268,1081995.387,1544274.846,821175.6127,812609.575,901513.8461,783634.9859,880906.6789,1310190.314,1046993.031,1086373.719,1905625.446,1884610.938,1463556.532,1145339.792,1572543.379,1557716.791,686854.1223,552968.1504,717210.8966,835823.4136,766537.885,730082.3726,NA,NA,NA,NA,1097447.63,1070556.834,1054098.208,1050654.141,977095.077,933290.9123,900378.641,826088.1261,801619.9203,761565.0504,710804.7504,679315.1866,675975.5532
"PC 38:7|PC 18:3_20:4'PC'[M+H]+",5.4,1172788.626,2210822.644,1898721.055,1310542.861,1454900.835,1504129.97,1609802.418,1766015.741,2542343.119,1310318.634,1365314.521,1009346.5,1763934.648,2316881.424,2636812.286,1969252.241,2922780.018,1841038.079,1802362.938,2037742.49,2277401.185,1743468.034,2038234.015,1852071.015,2345156.983,2753405.83,1790539.333,1653923.137,1312598.087,2727557.215,2918519.125,3029332.086,1802326.227,3003607.015,2325247.176,2578750.379,2448515.901,2731490.149,2622562.927,2036869.436,1919161.14,1944832.202,2085038.95,2220736.056,1793652.887,1783550.888,1620211.278,2596464.329,3073958.231,2766568.688,1721686.246,2308210.06,2441420.135,1908384.417,2057019.308,1866415.486,1500149.191,1751079.992,1558164.807,NA,NA,NA,NA,2360903.756,2337749.742,2285410.457,2201920.405,2079410.09,2040443.511,1897000.546,1910044.666,1890269.742,1839983.026,1763912.279,1704518.95,1754192.638
"PC 38:3|PC 18:0_20:3'PC'[M+H]+",6.62,1349104.988,1235863.036,937437.8584,918147.0966,1279462.685,884738.5245,1466504.024,1441764.196,1863386.349,1372635.709,1445761.259,1696849.023,1401334.265,1675992.247,1381258.262,1610460.774,1279945.046,1263145.572,1204468.351,1191199.317,1117405.353,962168.2745,986082.0997,909940.9507,1152272.058,988732.6147,1039256.059,1267989.441,1113514.136,726850.9643,815391.7159,827105.4147,1417124.841,817658.4846,703206.701,1429082.997,948851.6404,1260242.466,1514940.134,1139681.547,1271393.457,1290777.63,1214312.007,1109858.452,1366418.974,1423530.29,1340703.251,1140365.815,1279450.373,1137806.144,1164236.705,1063836.918,926237.7632,1150193.095,1230878.808,2004857.589,1812211.942,1717263.545,1246073.68,NA,NA,NA,NA,1538423.734,1401960.234,1389397.348,638166.1672,1253358.195,1215565.461,1174428.948,1234863.606,1228127.126,1182447.995,1200123.933,1169510.999,1147667.698
"PS 36:0'PS'[M+Na]+",5.48,251941.51,282626.7185,259682.3751,192801.1487,262417.9828,181178.908,194937.7698,170266.5501,234727.5065,202803.2527,239635.7215,273322.6778,186758.5386,289350.1554,243132.027,436008.0262,399046.5322,339898.0687,153812.0474,167557.3041,131991.2777,143045.1014,159963.5212,173000.0687,295604.7545,158436.8572,192665.7804,155931.3468,199701.5044,206531.7692,138988.9963,164687.7626,361857.3421,170392.1328,148302.1917,182905.7937,114273.0313,162598.0492,185282.7086,156871.4618,132485.1147,218823.2385,214457.0326,189927.3868,295345.8302,310532.3542,265471.432,120196.3346,210832.6238,221455.1234,185163.1276,185219.8319,200048.9062,186804.4018,195115.148,257623.7165,173986.8448,312062.9622,169074.2612,NA,NA,NA,NA,282258.667,274423.4407,270239.9099,258481.2536,239299.1939,228928.7166,216552.2681,210206.8146,201265.6517,193262.0421,177913.5915,165540.1287,170281.3836
"PC O-40:9'EtherPC'[M+H]+",6.19,228652.1827,322764.0866,375747.4883,240861.6802,333455.8807,267526.0164,232683.4497,216026.6139,221339.0455,280731.8804,286439.0266,278268.1081,241413.0299,284573.9299,320359.7287,319278.4685,320931.2163,206260.1171,269217.6165,301242.5914,325964.5048,445493.0439,379095.2703,332400.7128,420108.9817,292254.5826,335567.2813,264924.2992,235427.0758,772252.5273,664602.8893,662581.3722,508365.1065,582641.0408,474564.5515,421328.834,296525.9314,315921.5141,419015.8531,238814.0581,213220.6359,378566.4994,365179.8583,483194.4888,575936.139,378603.4959,384999.1938,556851.7111,472939.643,491668.4971,501490.182,543625.8481,519488.1437,400053.1216,348791.9159,326093.5706,360705.9235,345049.6823,281420.2355,NA,NA,NA,NA,393969.8341,395552.151,391687.6288,377095.4096,363148.3643,364910.7822,351252.3066,345488.7047,332672.4058,326517.2334,327740.2648,324474.0507,330382.2977
"PC O-40:8'EtherPC'[M+H]+",6.79,574095.0045,711876.2321,764358.8249,541823.4006,761229.1416,637555.9945,554822.4981,520274.4841,542534.6434,622877.4476,621069.3385,641094.3355,481744.6992,524696.9718,613210.796,614840.0541,617252.1675,482843.4515,582444.1318,592969.2188,683907.274,969200.7334,737590.5797,718330.5799,745857.2531,605857.7731,693216.3847,565872.4296,569776.1863,1316817.364,1293746.624,1231702.65,820360.3612,1084220.984,862111.4778,910207.9427,622590.4841,685331.8548,903837.7358,547497.1376,495837.2235,792728.6978,815612.8898,929731.4221,1217727.772,848474.3568,847975.6062,1170867.529,1020934.68,1029144.896,1057290.237,1173099.44,1046964.304,774314.8213,653129.6421,665363.6346,721409.4327,755594.5075,597117.6544,NA,NA,NA,NA,702348.8524,726068.4898,693002.1373,660355.2976,649094.5473,638293.4355,602581.3514,607138.7038,587655.2728,574263.2108,561467.5533,559895.5044,563757.7357
"PC O-40:6'EtherPC'[M+H]+",6.9,523456.1859,473738.7864,445823.4474,416346.2554,674200.7455,428717.5549,265314.7422,259796.4986,329402.8373,306853.516,290695.3094,408778.6359,353016.1541,419708.334,357581.5126,356950.7437,340248.334,288222.7917,482712.6907,455496.0483,425316.7153,489576.7728,429975.3993,444092.44,584917.2311,525121.5853,479191.417,481532.3685,530182.0862,913213.3702,911174.3477,854057.834,767114.3302,982771.0727,699705.0191,631812.665,307659.0064,443046.057,550211.5933,417754.0479,352305.4898,534024.4976,558464.3644,492104.0142,646604.6554,640820.0057,622618.712,600640.0296,823042.9175,814974.4857,749616.4053,867515.4081,758644.6398,497028.3754,545834.3792,630406.4145,643354.5005,717648.3744,407049.3188,NA,NA,NA,NA,610060.4017,609841.0459,598647.4045,579039.0449,541269.7133,558941.7943,529512.0828,523294.6211,516429.1548,486300.2053,493190.2683,481033.64,490073.7965
"PC O-41:10'EtherPC'[M+H]+",5.35,87382.96073,76408.82634,55473.67404,61048.64476,69059.06492,62147.4822,64406.30751,69693.0347,75428.98928,60920.59978,64848.61408,73745.72309,50196.63356,53234.86941,47741.72511,54726.12566,48418.64517,36804.95973,127073.7316,117282.3509,114600.8441,147850.0817,96959.10962,132590.6892,87244.63697,76703.20369,79459.92934,77126.61079,115355.9883,95436.31444,79311.6823,77730.62059,119771.8142,74014.14158,65842.45759,121811.8033,80722.25305,103519.2321,100794.4647,81009.55254,82185.44783,84360.33537,89604.36201,68229.87578,78671.43119,111523.3911,83697.22238,40271.55204,60533.55716,58695.77415,62354.24176,61496.53074,52163.82329,68586.22236,72394.23845,101380.3708,103023.3613,106228.9462,65844.62202,NA,NA,NA,NA,86740.40174,92931.10199,74479.89645,92918.09,75803.6839,74199.61762,74853.34907,73882.62061,80854.17625,77554.50403,76084.19023,80592.25246,78512.81916
"PC 38:6'PC'[M+Na]+",5.49,184812.0248,344442.5072,281564.3973,189442.0264,237447.103,191538.8908,305084.1099,274311.6877,351671.9079,267936.7278,302341.1032,216921.268,217187.403,304544.9913,317806.8488,357808.1589,488569.7499,245976.9405,286425.5737,275046.2981,262881.9757,312283.605,323553.277,274290.016,334180.4644,272121.0809,276539.0364,242472.3337,173867.8749,425241.7834,331631.8843,339619.3066,372433.328,440481.4912,344709.4121,500672.3183,378134.1768,453647.4124,524790.7735,362321.8016,363530.7044,321889.7314,291022.129,306080.7416,409572.8756,353791.7097,319377.1415,382332.2358,345193.1553,299428.2308,285228.6177,350399.6438,311220.0659,335169.9837,282628.0093,294756.3489,290007.8178,324542.3516,264183.2967,NA,NA,NA,NA,377686.3903,382039.8049,377058.7416,345505.8346,334566.0255,312649.9248,307964.5033,296599.4009,275426.6854,277905.3877,261218.1796,263144.5712,265631.372
"PC 40:8|PC 20:4_20:4'PC'[M+H]+",5.87,336466.639,446170.3464,295138.8139,270709.6525,438729.8697,391558.8224,481055.3802,435900.8577,457339.5652,530195.3388,569935.2952,458267.9314,385092.3988,467827.5251,493583.7542,465609.7509,502076.0529,360805.4801,399178.5376,427799.4051,455497.9762,439688.7482,446353.1206,440740.867,306859.1078,296613.8037,376676.9678,346967.5238,275410.6205,423946.662,345833.7429,370920.3502,416682.1127,467585.798,437997.7321,386836.6784,444603.3695,384227.9545,502922.2964,408292.9396,385743.7938,507175.679,460160.8581,570103.6489,623620.077,518048.6579,528194.5506,449469.6544,349414.2447,381733.763,356245.2415,396483.6298,399587.2219,516146.7732,362684.5103,439489.5078,443545.9251,411397.6615,441951.0029,NA,NA,NA,NA,462290.627,457061.8152,448397.2801,426910.3273,398422.7153,391622.8214,377921.8844,371288.501,370338.2497,350835.8832,347530.0715,319087.1446,326589.6544
"SM 44:6;2O|SM 18:2;2O/26:4'SM'[M+H]+",6.8,345669.924,487703.2263,472367.5083,387960.5885,395476.4678,380609.5076,300839.2109,284157.5156,328815.2214,289995.5545,325834.8032,289215.1431,312172.4538,366070.8113,375916.1939,493505.3907,721312.2417,482993.9486,280683.0359,410787.0037,225283.4496,319611.005,314919.7445,279179.6585,728928.8016,273651.0532,319209.1343,272777.104,294165.8509,959807.3362,587505.979,687904.3496,1102260.478,530928.7515,632497.1224,381487.3697,349753.8699,312630.6923,325519.3627,266527.0195,274845.685,406022.3615,354800.9787,449099.7101,563954.2897,529746.176,424997.173,359404.2605,395726.3587,439751.2997,426577.8556,340436.3019,487655.6037,370425.8501,292857.8024,397893.0631,349764.4755,391774.8136,309649.621,NA,NA,NA,NA,495426.7153,507565.727,474641.8833,454907.9296,437851.5862,430457.2101,411992.2632,411691.6062,400547.4703,393557.3551,387977.3704,381217.6214,395957.0815
"PS 38:3'PS'[M+Na]+",5.27,999217.4254,901892.0609,698942.9869,813639.2411,1093232.604,754834.0805,767401.7964,738341.6196,909798.6386,797301.842,843205.2188,959612.0355,1040959.028,1122123.461,1039053.31,1029444.926,1029885.194,870692.3425,1091262.056,1064305.087,1082443.112,979798.3177,949988.5048,1003306.009,1042681.656,853648.7803,946960.8214,842072.5895,924109.1194,1598659.048,1427141.903,1573317.509,1797796.885,1636743.775,1328479.635,1185860.254,808882.1168,993065.712,1245964.844,891351.2737,981076.842,1130468.753,1059771.246,1062538.619,1289709.421,1242437.912,1240631.991,1334819.355,1588400.079,1470614.909,1366993.7,1337109.153,1212581.973,947833.683,880033.0547,1358559.501,1201595.541,1165866.798,852697.4515,NA,NA,NA,NA,1255041.819,1242241.361,1218587.009,1188466.214,1133046.772,1113681.461,1076610.875,1048843.382,1040145.293,1010502.478,1007314.717,979106.7624,976331.4039
"PC 40:5|PC 18:0_22:5'PC'[M+H]+",6.55,591555.2778,442675.594,280731.3104,412546.6965,628061.7974,397351.0173,501585.6098,495239.676,685255.7547,490543.3379,497842.7831,570116.3273,507149.947,581671.5321,521470.8366,392464.6217,350042.0795,344391.4839,557896.0071,524914.5772,487258.7231,422035.4851,388674.3809,448867.6623,303122.1803,360333.1924,357037.0456,437600.4687,378694.7576,347120.822,377847.9477,368733.2405,445462.4792,567366.6107,418501.8693,643014.0736,440202.3589,616156.8283,675774.7765,578731.5748,639961.6429,530463.05,514058.8159,412240.0092,446676.9014,547792.5076,563431.1309,411034.778,510071.9793,412427.2352,388246.8789,386362.8975,324916.0885,506931.24,420942.5799,814922.739,773091.0475,618868.8002,491408.679,NA,NA,NA,NA,614919.1099,590533.5448,576011.4987,540440.6643,520974.1281,499446.3572,472553.0934,475596.4418,462586.1499,471876.1893,436268.1973,416859.4606,428881.0945
"PS 40:5'PS'[M+H]+",5.42,575076.8052,465610.9538,347853.8995,442493.1819,600014.8243,454833.0472,408192.0013,399701.1066,468010.2728,441714.8623,418378.1419,559218.4339,370731.968,415066.6352,419808.5146,419103.3165,363868.4841,429511.0389,427201.6121,450198.6111,396650.9278,417395.0245,322514.7622,432876.5801,300114.1016,291731.378,340909.2755,289308.2603,380516.1934,356141.9934,315406.3159,329469.5915,435021.0015,325521.2943,325891.1231,447210.3178,329209.4012,439522.0851,418367.7023,407995.7975,398652.3075,412925.1852,456773.4647,394320.2614,393869.8701,504862.8831,486138.2432,266232.1353,395638.6229,447957.8872,364737.938,360367.4106,373038.4609,354290.6019,401717.4895,524528.3399,446355.6068,451497.748,356944.9927,NA,NA,NA,NA,497768.7796,494234.878,477894.3224,468019.4734,448262.7474,445587.614,427050.8233,450114.6208,431408.9485,427298.1508,426088.1196,415803.6129,412725.7199
"PS 40:4'PS'[M+H]+",5.77,237878.0915,271266.5549,269213.4536,221151.3193,255363.3134,227926.7598,200436.4036,203465.4,235658.4885,222829.6832,223889.1478,262061.3982,129904.5925,180187.3883,174636.6507,248736.0724,213072.8189,238170.7394,125829.3808,148012.8312,114464.3422,137660.465,135339.4157,163594.41,205342.8708,149770.4426,146412.2574,140213.2988,136340.5044,134205.1837,69516.84583,78127.26019,161837.3754,79427.75853,90533.67318,157298.3581,162373.8664,179461.1768,135054.4657,146173.6338,128204.487,123307.95,121266.6507,124575.5604,136878.7176,194328.0746,147874.8886,67234.65077,86011.10729,96466.04016,93640.0898,90492.55886,119359.7334,128653.3738,175315.2429,176249.8158,151355.7326,187275.199,130659.83,NA,NA,NA,NA,210921.701,187652.9711,211613.4483,207717.1935,180946.7472,172516.2305,170037.4906,166440.5998,151114.4118,161438.9081,152456.6763,136924.9572,136354.1791
"DG 52:9'DG'[M+Na]+",7.86,261976.7027,251593.9793,288803.7399,272656.7919,316484.453,214997.4124,253794.182,238732.0929,296612.7171,248654.1251,255825.6377,281484.3491,187199.9716,239389.8076,149077.7528,248776.57,209575.7402,227876.9592,299211.2146,285787.8251,221060.4556,194785.7545,153790.1147,207087.7632,223391.4159,223847.1944,257078.2613,215967.6203,244364.6271,282530.8475,225897.9612,232823.3914,252657.2248,205043.5716,261062.83,245449.196,214387.9454,280905.4473,223722.0231,185581.6537,200588.1247,263479.6844,192417.8392,201480.2701,242434.1167,267805.9007,301416.5027,161168.1185,278614.4116,250725.7644,268813.8908,219309.8387,254606.5893,149165.6623,220990.7824,268690.5472,224473.8887,233634.8972,147210.9423,NA,NA,NA,NA,267207.1447,260931.5774,256713.4123,257700.5987,262706.5229,255261.34,222299.5548,231190.702,226982.7815,214352.5874,207683.4771,229441.117,243971.862
