"Compound.Name","RT","X1_B_2","X1_B_3","X1_B_4","X1_C_1","X1_C_2","X1_C_3","X10_B_2","X10_B_3","X10_B_4","X10_C_1","X10_C_2","X10_C_3","X14_B_2","X14_B_3","X14_B_4","X14_C_1","X14_C_2","X14_C_3","X15_B_2","X15_B_3","X15_B_4","X15_C_1","X15_C_2","X15_C_3","X16_B_2","X16_B_4","X16_C_1","X16_C_2","X16_C_3","X17_B_2","X17_B_3","X17_B_4","X17_C_1","X17_C_2","X17_C_3","X18_B_2","X18_B_3","X18_B_4","X18_C_1","X18_C_2","X18_C_3","X19_B_2","X19_B_3","X19_B_4","X19_C_1","X19_C_2","X19_C_3","X20_B_2","X20_B_3","X20_B_4","X20_C_1","X20_C_2","X20_C_3","X9_B_2","X9_B_3","X9_B_4","X9_C_1","X9_C_2","X9_C_3","blank03","blank02","blank04","blank01","QC01","QC02","QC03","QC04","QC05","QC06","QC07","QC08","QC09","QC10","QC11","QC12","QC13"
"CAR 16:0'CAR'[M+H]+",1.21,1857900.968,897851.6267,462633.1329,1620980.477,1262875.393,1107908.248,1543521.741,1149972.44,1894922.577,1829729.864,848963.0226,1069454.525,1925191.755,2419881.466,1474088.726,1184320.55,3360315.732,698943.9219,1715443.091,1091797.001,663873.2277,3642010.814,1081807.841,1074424.941,1219845.124,1170165.817,3119109.078,1305886.051,1817007.155,510375.8067,763683.2416,413310.9262,1057936.069,2189182.326,559662.5549,1591584.02,590006.2513,873440.3672,3574633.57,1583688.599,1167971.864,1668212.618,1711561.777,745676.1817,1965944.8,938540.0001,1005592.729,1103378.673,1677436.344,703708.6892,1701000.635,1592423.498,721830.8305,961976.2757,931789.2881,1442234.455,2662790.648,1935573.328,550550.688,34959.80968,NA,9447.829891,NA,1653386.103,1646391.572,1599806.45,1532742.794,1482827.139,1514541.311,1411266.208,1386676.536,1316715.473,1295629.326,1278940.38,1272689.595,1259866.599
"PC 34:0|PC 16:0_18:0'PC'[M+H]+",6.52,741684.0211,827445.5236,874852.1019,633609.5485,798916.3676,575925.1889,611007.3562,479233.0423,713165.9147,499151.6931,541054.3416,675297.0981,483125.1191,667001.621,480853.1255,1020154.511,885199.0375,805861.0385,478197.5778,559367.3594,416137.4194,409624.5537,452160.3143,491704.6739,752081.7893,469602.703,476548.8639,510825.4984,555448.5808,1030505.921,587168.8447,754751.605,1462635.559,712563.0149,671480.9852,588250.1662,397423.1041,555217.2929,525863.4205,496953.6775,485906.2451,627058.213,519043.5489,522884.0298,665449.9698,743749.6817,716899.4006,527288.9562,946074.1085,843911.6011,785927.5735,730788.0298,744048.4793,440872.6513,502473.8833,709221.9311,647561.0139,722773.019,468652.8692,NA,NA,NA,26349.61531,781556.4576,776061.8949,754185.1618,723104.4793,699292.6302,676866.5378,640454.0245,627584.1566,635528.6018,628565.6733,653621.3357,572914.3831,574600.2326
"Cer 41:1;2O|Cer 18:1;2O/23:0'Cer_NS'[M+H-H2O]+",8.88,321462.7724,266513.2,229777.6172,282819.0679,298517.4955,280096.5424,196529.6304,238563.7657,310794.7482,272386.1389,183869.8305,252649.5657,290383.0796,316226.9617,293220.6512,233164.8267,401884.8642,216921.0502,197878.4105,179927.2195,176592.6646,188155.7338,161437.8568,230465.3622,206328.9443,288391.6551,185890.0116,232388.1942,247349.0495,112375.8749,157697.0533,169962.8765,118785.4192,222500.4568,171027.6171,236169.7862,164493.1377,185228.5968,250328.3958,253740.9517,253402.3955,171253.8346,199032.6686,154357.6803,140142.8725,199082.9947,180242.4949,163230.546,368577.5273,300163.3502,231119.2644,313928.0421,290728.4326,171243.6838,287449.1107,242510.3858,270202.0635,288464.6759,277257.6052,2929.216681,3167.818296,4448.281482,2707.509698,280543.1339,267469.9577,260006.4022,249972.4905,248704.2123,245496.6614,229879.3546,232132.7025,227127.9283,216730.6622,221648.5108,217549.6242,221873.1362
"PC 36:5|PC 16:0_20:5'PC'[M+H]+",5.54,1815844.4,3299216.347,2939951.023,2624774.807,1388993.956,3084580.119,3092494.601,2897010.353,3133659.486,3107748.092,3394298.189,2467868.323,2650429.256,2971795.061,3609358.077,1753488.775,3474595.486,2710453.606,2760659.606,2691834.954,3038566.321,3049359.052,3136138.06,3429987.084,3535725.717,3028802.111,3631369.662,3004248.336,2656146.869,2786822.459,3129564.656,3130519.406,2876661.606,3603450.195,3115459.537,2983716.186,3043752.99,3014750.579,3567565.938,2790928.465,2667425.049,2663256.031,2490161.314,3449232.899,3646692.64,3433966.155,3308542.361,3582526.173,3293463.472,2978455.187,2925325.796,2978536.868,3249945.35,3231772.54,2943084.706,2550970.714,2705880.465,2709917.725,2900662.295,1555.497754,NA,121907.5356,NA,2604414.264,2541474.989,2539487.488,2388086.67,2327962.054,2301596.975,2187636.435,2151627.408,2121339.656,2026179.176,1931072.704,1861564.824,1940900.37
"PC 38:7|PC 18:3_20:4'PC'[M+H]+",5.73,441000.9828,629729.4633,464700.4487,412707.7317,594223.1698,542635.5233,803370.7476,721627.2468,727937.6182,881932.2851,940931.6411,767406.6821,514797.4878,656383.1703,752422.8051,667256.4707,514063.226,498014.8807,523875.1601,531606.5254,581881.4772,728527.4064,452906.8613,677122.2137,498723.9242,381415.9452,579535.3226,461700.053,349017.9561,639348.2639,502117.2885,517622.0418,548796.8005,548773.1452,477172.8879,660496.7759,610922.3717,639742.2122,843381.6944,523425.7634,541648.7317,717809.5531,611895.1086,715400.8537,887955.8151,705142.0407,691595.2998,700567.3835,590010.7502,529434.3034,516231.8669,566303.3039,555153.3749,710850.4444,587685.1343,642114.9347,700977.8592,604770.2229,608569.8561,NA,NA,35373.86138,NA,776083.8505,755272.157,755048.0173,687803.6654,635506.4324,640592.55,618751.9813,612812.8157,584689.4784,590094.3865,548736.6633,525655.9873,550161.2598
"CAR 14:0'CAR'[M+H]+",0.81,257399.0132,216560.5646,75881.44907,253050.3602,358916.8531,314100.9548,236806.4211,123805.225,232157.7245,331038.7386,167321.2077,162346.3551,737727.0966,424787.0059,625618.686,178025.1833,2016127.297,119912.6426,205358.5995,404419.2143,88290.58566,1122256.798,449025.0822,234563.8446,191907.7624,168590.5712,609837.1258,261676.8695,337465.9779,66114.52893,127353.7102,59908.97989,164327.4934,1074392.955,130322.8252,197133.2437,74769.72539,112945.0592,751839.2883,506719.995,218761.1421,344549.7846,1006884.955,247633.1165,662071.2263,147320.4786,194113.5722,128855.5038,216931.1381,112000.9635,318079.2771,598357.0156,134025.1119,145063.2387,377768.8716,820039.5725,587622.8749,840419.9714,244023.3624,18439.9323,NA,7485.192935,5005.02189,416007.6197,404854.3195,404088.5482,395854.5943,372533.3604,366762.8653,363850.1885,346706.3827,337779.2843,333645.0043,322188.9848,330255.7829,333202.0329
"PC 32:0|PC 16:0_16:0'PC'[M+H]+",5.81,2702633.486,3395858.481,3998920.93,3207393.986,3457007.226,2610812.846,2615088.473,2028756.301,2946711.32,2592205.021,2810090.855,3332905.802,2269504.74,3135173.473,2289526.501,5881198.486,4960937.747,4051206.677,2385684.812,2591393.59,2015168.903,2169840.249,2580923.93,2667606.196,3890672.246,2281650.443,2695252.741,2617851.536,2799074.416,5447126.845,2994851.615,3763759.33,7776875.26,3621843.821,3333081.431,3081620.654,2213765.928,2893658.952,2901612.518,2659321.885,2554680.095,2820661.074,2327463.993,2222865.036,3640603.926,3767932.027,3349063.518,2286835.078,3405447.267,3172893.142,3515060.831,2930558.13,3296163.917,2037255.313,2290536.49,2894819.814,2914264.69,3256812.193,2297946.78,52453.09519,62849.53774,76858.69683,77460.74257,3607059.732,3517079.719,3493883.966,3385903.998,3222051.769,3232261.833,3050231.075,2989981.131,3009236.069,2880455.494,2874262.5,2794729.214,2850461.465
"LPC 18:0/0:0'LPC'[M+H]+",2.28,1933007.223,1605644.464,1293832.174,821576.4102,1038725.847,710022.5516,1102984.52,1057125.2,1842769.066,777043.3314,1031668.394,1761307.856,1168294.746,1342803.024,809404.7852,1266245.049,1289936.094,1292450.194,1231275.952,1418300.469,1018461.028,1149763.046,692713.5519,856549.2512,1400541.272,1095748.997,747589.7914,1361464.949,1045212.239,1308393.48,1168233.097,1265441.46,1554248.918,1074137.647,1012963.1,1586151.413,874318.9168,1379493.757,838790.4109,912758.1786,863446.0226,1109722.458,927562.3947,747244.5349,921065.5975,1153643.407,1074994.741,924656.9635,1587395.864,1433706.614,1068954.168,1210737.087,1037895.032,836109.1841,1280102.301,2150012.789,1164802.754,1409568.792,682017.9826,NA,NA,120208.9646,NA,1390324.435,1371595.663,1357564.53,1261507.181,1225881.74,1250279.673,1187880.231,1156422.267,1117690.158,1076349.332,1077899.177,1072201.921,1065754.955
"PC 36:4|PC 16:0_20:4'PC'[M+H]+",6.08,1449594.092,2517092.989,1913750.361,1967579.806,1710071.67,2307107.537,2706847.429,2707972.031,2629745.034,2595510.503,2831912.73,2050314.997,2276559.613,2904269.353,3520912.907,2594348.936,2934751.105,2428802.719,2129885.821,2341730.61,2616930.852,2380094.087,2488318.399,2634161.414,2525289.251,2112714.584,2809286.312,2297846.793,2050581.035,2447163.738,1998992.041,2249588.507,2710298.674,2288779.627,2154069.945,1834761.555,1735199.05,2291749.669,2225848.631,1930985.592,1788797.267,2731238.256,2503044.467,3201267.516,3034115.439,2806487.505,2527514.705,3022260.34,2712182.465,2563307.955,2212591.282,2135491.051,2430195.553,2469450.255,2204691.246,1933635.112,1454234.203,1271906.662,2282766.155,NA,NA,245485.5958,10841.46787,2822642.209,2631633.884,2535442.671,2465083.605,2335706.405,2448597.387,2266811.492,2308561.947,2061136.539,2257277.426,2209758.323,2205158.17,2171808.534
"LPC 18:1/0:0'LPC'[M+H]+",1.59,608618.0296,586215.2011,382639.3782,198629.3568,276224.552,190985.4546,380001.9829,549060.5479,952553.3329,184520.3101,344228.5115,603060.1834,590582.8236,655207.4095,308178.5406,393530.5337,404517.6119,358034.3378,427246.0501,628772.7951,434936.1806,384267.6909,279438.5632,280633.823,414403.7414,387791.2809,186821.5113,422044.8243,306475.9987,538880.9014,460886.5391,459029.5045,397788.0511,308483.5892,316393.5556,494582.3389,286201.9931,405265.1918,221761.7661,253112.4004,253545.6283,457249.0732,377229.7471,326057.1026,308769.8972,405740.5736,322582.8256,334458.194,555508.0207,505666.7233,330817.3938,400513.3083,263574.0225,315699.8597,520229.773,908359.4969,352815.2055,457948.5133,210948.085,NA,NA,47538.01712,NA,459232.8402,442929.8123,444186.4154,442555.476,405559.3507,431297.4432,397233.7636,404967.4563,399236.6274,373150.8286,372126.9046,388306.0836,378350.8368
"Cer 40:1;2O|Cer 18:1;2O/22:0'Cer_NS'[M+H]+",8.54,86474.7618,79216.2593,71602.72627,70624.48894,74897.92092,71821.37857,67426.53735,84965.12915,105210.554,72927.9371,60731.24082,80005.00512,96251.39415,99115.72563,94291.05594,91891.83469,139198.8944,91023.4221,98576.54273,85837.62103,86892.25593,73108.82039,68813.43359,85969.24128,86539.60178,110170.0011,67236.18645,77111.54011,82036.86547,54574.2217,64505.19799,67612.1639,47986.40451,80267.23192,59686.25213,72998.74198,52406.58977,65919.86078,76418.91994,68126.0222,64021.36923,75602.87437,79622.73659,62432.53904,53264.67751,83072.71778,72372.34839,53403.52636,108483.6636,93426.14571,75650.97218,95989.71962,83829.60672,50563.11781,82181.63141,73543.35178,77737.14646,73382.36556,66016.36658,NA,NA,4567.847449,4754.721402,86003.70034,86070.45021,87039.59767,78871.81247,80272.74224,77686.37806,74904.18987,75798.008,75355.48909,72619.18654,74084.86508,76265.35909,72833.88907
"LPC 18:0'LPC'[M+Na]+",2.28,2940938.217,2404364.168,1957158.766,1335050.283,1573712.625,1125017.499,1665484.056,1649983.591,2710181.716,1295882.719,1541583.381,2568390.07,1734487.838,1998972.018,1186503.041,2030580.671,1928671.891,2035897.84,1866838.042,2112306.917,1666776.473,1669782.486,1174257.916,1281683.313,2195861.253,1726962.61,1102885.937,2036198.09,1663029.782,1999462.919,1781775.715,1943060.582,2198397.593,1713909.647,1501846.306,2494909.724,1404090.655,2043598.475,1305108.897,1451482.096,1348291.981,1599016.998,1489751.177,1094004.393,1329465.586,1555660.002,1366081.726,1352983.522,2145162.47,2244279.312,1660497.045,1869466.863,1601187.738,1295573.857,1810723.23,3029781.835,1553869.247,1792369.611,976061.0436,29739.26021,NA,228305.4208,NA,2093115.3,2004532.053,2010437.704,1919629.258,1812475.943,1822495.377,1775732.156,1705736.526,1718001.963,1688095.241,1607330.95,1620971.139,1579558.689
"LPC 16:0'LPC'[M+H]+",1.38,3720671.537,3174370.528,2410823.253,2027460.695,2525246.442,1761311.673,2438016.977,2454292.258,4074599.819,1891117.804,2747543.319,4566024.753,2849947.829,3202791.806,2010977.551,2651546.772,2732497.504,2747460.505,2729961.201,3189895.693,2342727.339,3153157.615,2103840.565,2444262.028,2896735.777,2528656.975,1831502.224,3663363.062,2805556.27,3049843.791,2550269.241,2934012.028,3456668.451,2538582.235,2530393.725,3604735.936,2248660.524,3076248.862,1973695.487,2323891.33,2221934.53,2750667.193,2446515.848,1996435.952,2458820.273,3220878.942,2814995.795,1974063.621,3298775.464,3118629.932,2375017.568,3005444.861,2320555.95,1974929.389,2994050.385,4860326.395,2873960.496,3616664.972,1776800.891,3499.071534,5727.000747,474713.8994,8546.517157,3243856.629,3142884.016,3076041.331,2987641.093,2847893.318,2939558.499,2740145.518,2702997.744,2640867.491,2554764.599,2543023.428,2547168.318,2577104.402
"DG 38:3'DG'[M+Na]+",8.52,496802.5716,424308.6346,302168.5208,392625.1879,291076.8666,348374.4027,361911.964,504983.5796,679549.8829,552507.1382,330819.0605,699121.2933,617110.4108,500129.6257,892821.3388,1231038.078,1676438.391,796820.0895,431277.4263,377711.7107,398209.6871,401124.4904,454196.1473,529028.0302,789811.862,574429.756,332629.2824,510592.3576,504689.9634,657471.7331,661469.8776,645986.2756,1162073.661,491372.7941,423452.1494,639951.707,305346.6778,264909.0863,580824.9421,661786.5832,555721.2971,557658.4939,821969.058,819005.8072,623890.126,689009.9806,462175.9313,357277.0359,603868.1785,655268.0907,512761.5147,770783.862,582498.2744,477744.8103,819142.1111,568645.6322,715864.0735,978278.6514,549276.3608,25005.32722,32605.27149,31608.15271,32974.28938,602084.5109,628432.2659,614819.6113,593131.6185,561862.3381,573396.7049,557460.9982,558597.793,566836.1975,526271.2097,535651.2582,544915.6934,539350.3157
"LPC 16:0'LPC'[M+Na]+",1.38,3807570.974,3611439.655,2734436.024,2242944.015,2751846.288,2121304.84,2700796.807,2698478.613,3964998.799,2300277.504,3032298.117,4425706.364,2989619.261,3077041.156,2190622.572,2941942.943,2753060.456,3090002.675,2884280.938,3368992.46,2894789.713,3260829.895,2448371.466,2755799.162,3224795.484,2845814.848,1870250.472,3878180.561,2910450.933,3297898.354,2866343.761,3303245.054,3464440.319,2662271.373,2808777.917,3692890.712,2626989.534,3420346.817,2061182.099,2582063.3,2519000.057,2922287.28,2634694.226,2256654.038,2487096.807,3235884.499,2746802.774,2028018.101,3129786.079,3408661.25,2514427.847,3022653.24,2700826.547,2304669.667,3268889.538,4628708.225,2819047.409,3291804.044,1990630.811,6784.807669,7433.825491,641671.372,8183.003272,3419279.591,3396760.103,3353731.029,3219772.864,3076357.094,3042404.135,3013668.225,2907082.18,2859720.882,2854609.11,2830928.305,2830149.463,2801903.128
"DG 34:2'DG'[M+Na]+",7.58,1096389.019,1203056.935,954288.7592,935168.008,1188732.27,929368.8786,1208986.92,1315112.888,1791531.653,908001.595,1180281.851,1068056.53,1484723.002,1928483.675,2176255.961,1216188.853,3791141.728,1403476.856,1119901.982,1343102.951,1301094.79,937431.925,1580581.218,1538352.875,1563397.893,1279669.927,1001227.152,1170989.956,1166136.737,1274355.584,1209745.901,1654374.598,1508319.27,1414436.006,1004071.566,1338615.073,1224015.415,1331190.411,1124595.497,1514749.33,1177258.678,1333092.288,1902550.586,1472185.772,1251982.762,1599809.064,1388130.835,1025598.433,1487884.836,1578168.053,1053072.409,1173158.163,923310.5889,874036.6168,2518209.527,1656189.873,732759.3101,1291142.543,912373.7393,61453.3864,97635.90133,125190.9369,210856.0702,1502025.745,1474937.416,1429448.983,1395456.648,1358314.938,1357400.276,1283081.447,1255671.447,1267581.758,1261999.946,1222746.267,1218280.847,1205458.012
"DG 36:3'DG'[M+Na]+",7.76,1315444.066,1283406.261,1036625.103,712764.5166,817960.1143,741089.4791,1049492.62,1635209.216,2131941.864,671686.3711,572263.1326,679494.6956,2274698.407,2011692.556,2787237.295,1652331.778,3808375.661,2085785.608,1272511,1743661.219,1702900.299,885389.5743,1491187.414,1371536.71,2318416.208,2256758.466,742705.7132,1301549.008,1097036.443,1691479.589,1866814.25,2602363.176,1823604.373,1920788.219,1106172.005,1855532.971,1629716.888,1334082.758,1289093.939,1955521.928,1292030.142,1774268.786,3060484.479,2054142.223,1186425.364,1676700.802,1145907.463,1278657.589,1865201.147,2291477.617,1011450.643,1785139.369,880713.8042,925927.2954,4022168.682,1900501.542,585015.8239,1135726.369,730678.9685,133160.6209,142033.6817,134757.3387,212860.4542,1621944.509,1635278.369,1624955.899,1598099.391,1523249.855,1567790.16,1527228.895,1507051.452,1525180.933,1464301.948,1488438.294,1533820.83,1554501.023
"TG 52:5|TG 16:0_18:2_18:3'TG'[M+NH4]+",11.33,367106.8396,330952.1162,287499.2828,321788.6038,443865.8494,297740.6344,360444.5728,305235.1877,381578.5348,208959.7073,287041.6551,261725.2563,277200.219,7658272.361,341509.6406,252728.7218,22514497.77,329785.0882,317052.5768,333010.8873,354559.8158,272272.6123,217022.1636,223456.4726,224523.881,408167.2049,428376.6696,308802.8954,471425.7397,450567.2005,424004.1082,463420.2079,253444.8989,330233.7534,470131.525,392308.1175,345353.5705,1596458.588,312746.3048,274013.4076,290474.7893,452606.3367,411987.7243,342855.0669,445076.2417,472984.11,503317.6509,283550.5744,410376.7407,405091.8039,395873.9831,270739.3977,364246.2067,222308.844,312948.15,519830.5547,252030.2865,282798.005,180090.2404,40931.73221,23427.46489,23104.0123,76101.21062,402425.3055,410184.488,420827.799,440801.0173,416954.53,388920.9995,390574.2479,389906.382,388554.7507,374337.3255,372688.5932,356365.0447,366739.5888
"DG 34:1|DG 16:0_18:1'DG'[M+NH4]+",7.99,577956.9461,469103.6111,341039.4886,431579.4664,556176.2588,437419.0318,471068.8121,426222.0888,579850.9824,489837.4636,518746.0808,678659.083,512680.7426,568736.4178,717529.6622,553083.284,2267856.61,686018.1917,466983.2769,406888.9996,422047.5066,446482.4072,834050.8558,834005.9925,695851.0206,419706.7067,437783.0476,698250.4559,660884.8117,374214.2655,323634.3736,407579.2689,751528.8787,650141.5895,387254.7367,496039.4163,297682.3662,324678.6752,597210.9035,826616.4088,630126.5757,419048.9029,529903.6411,412535.8353,476695.9415,727940.3928,607323.1155,292712.932,496537.0407,494369.1838,459761.9825,562724.5296,452457.9936,333069.0787,613651.2913,475740.5067,410717.0751,776706.8383,549561.4056,40936.59559,44545.5629,51984.66555,108411.3387,608443.5707,599680.5966,593372.0043,577487.2228,548376.1905,552281.1434,532750.7864,530905.9604,509973.7094,487493.6979,486494.7985,480488.8277,492439.8061
"DG 34:1'DG'[M+Na]+",7.99,3376395.208,2412080.56,2146940.981,2659310.486,3220224.969,2221197.476,2783229.623,2475433.429,3291882.111,2504493.404,3150342.811,3791708.821,2697566.46,3245124.691,3760279.818,3202673.274,8759085.207,3666588.517,2644816.035,2232095.346,2446643.604,2765375.702,3932112.628,3789484.851,3328780.109,2315909.209,2685981.934,3809857.211,3833085.069,2214593.052,1912038.586,2380999.215,3989363.576,3766713.064,2382535.123,2852623.889,1941719.765,2087856.234,3583224.174,4297249.623,3630239.695,2520602.082,2957759.178,2417113.565,2519894.087,3865951.018,3530203.332,2008999.359,2887885.025,2815808.303,2644524.72,3160180.464,2629466.675,2120788.652,3408118.263,2723636.008,2279960.659,4312591.063,3069268.764,316209.1113,322504.6983,650722.0817,448875.2864,3437269.197,3436199.614,3339664.078,3300699.305,3070969.093,3115256.539,3033357.186,2892368.787,2923050.363,2905031.795,2860283.882,2820632.049,2771950.421
"DG 36:3|DG 18:1_18:2'DG'[M+NH4]+",7.76,444652.571,389944.8813,326831.105,254421.8167,282774.8565,254276.0999,345103.4883,517741.9585,734822.9107,237388.2758,186966.4131,253872.8884,719202.0806,714544.8548,940779.962,597110.8988,1872462.774,663858.6779,437769.1048,553302.0185,547311.0429,286989.1019,513519.0639,497533.5014,851476.512,735030.9261,254219.3901,445237.9343,374849.1202,600446.1044,626719.0002,915556.1286,717641.3125,585433.7229,394645.9326,655023.4523,483038.7283,437575.4321,458466.3479,648756.3906,442269.3835,539364.1997,1010187.174,650483.896,448333.1907,593327.0047,424787.0367,358053.6279,643201.1141,787546.2531,349132.7599,605882.6125,344810.4405,311226.5184,1423264.668,694334.3451,229311.9298,418132.3464,267376.25,64659.63491,61683.02002,67836.42272,110104.3777,568200.4028,552959.2789,561061.9631,511428.6945,516383.8933,484644.9622,531029.3353,514542.699,503575.4684,498709.911,517974.1206,522281.9728,511680.9026
"TG 52:4|TG 16:1_18:1_18:2'TG'[M+NH4]+",11.56,1738541.957,1750767.601,1536344.273,1582989.747,2031904.101,1519180.936,1647074.31,1495685.695,1847905.378,1078358.103,1411760.244,1239135.433,1259082.259,26005201.03,1471845.927,1168018.966,42971712.51,1555979.008,1461089.628,1502833.829,1504664.05,1108920.109,966952.6399,1072754.247,1145518.573,1799647.785,1961946.393,1397054.51,2492361.626,1881105.44,1829754.879,1961711.387,1189066.346,1477312.239,2043298.026,1696582.685,1578323.421,7436156.915,1468180.077,1436958.819,1374111.098,2128280.166,1740690.712,1569883.863,1924199.046,2289118.382,2240287.085,1278738.793,1631101.863,1650475.29,1837024.552,1302969.848,1737825.926,1081761.674,1351257.744,2172693.69,1090794.616,1276303.88,817101.9885,279719.1244,276994.5222,334547.096,427791.3267,1984142.246,1875189.162,1968124.058,2053890.883,1853723.517,1863031.98,1843312.718,1803832.415,1794887.247,1805646.94,1769476.643,1711982.678,1704196.865
"NAGly 37:1;2O|NAGly 18:0;O(FA 19:0)'NAGly'[M+H]+",8.18,788457.5674,665146.2305,556489.6198,589413.4096,630990.4454,579610.3732,549172.5893,636599.3647,836685.7189,608840.5099,474526.9932,735928.8484,861777.9573,771909.8667,1080427.091,1150276.482,3982776.676,1215059.357,631307.2602,624480.3756,640625.0614,601370.2378,956379.3839,952606.6202,1232326.178,841137.6931,589480.1121,981707.0717,826535.5399,793531.6482,734718.4606,855927.6875,1421937.938,1139410.227,644187.7693,879406.1129,509401.7064,490092.849,956861.4362,1234512.6,928360.6793,701045.8755,1071517.925,787583.0713,789628.5988,1157343.09,804956.8434,488942.9323,957954.3807,1000598.716,664844.2257,1081512.018,728088.1702,491823.7872,1079683.717,647804.7536,560945.0816,923269.7917,589052.6804,136386.9549,130376.9606,126376.8827,210011.4901,873179.9074,883234.1191,883984.4527,863094.0722,808859.5492,807344.9643,776905.7412,801625.9639,796112.1127,742680.964,750768.4443,744074.7327,774597.4901
"TG 52:5|TG 16:0_18:1_18:4'TG'[M+Na]+",11.32,488147.6929,457202.8906,414110.7796,438913.6812,532916.8941,406822.5259,464499.949,372097.9321,523544.4508,277382.8116,382113.1215,333472.2838,397665.5818,3545433.337,473262.2621,368156.6881,3724876.641,420656.7806,420354.9271,476485.3626,479687.1107,371771.9618,294899.2214,318532.3826,335594.6569,531416.4561,519373.9067,398975.7865,616766.4404,586877.5387,580685.8689,607484.151,357878.6121,411749.1896,630871.1216,502293.5407,482534.0321,1412583.65,413013.9024,408715.6728,396278.119,616491.1438,541376.1035,473414.6766,558649.9156,605854.0883,626565.4547,399117.5303,507820.1101,538035.1134,532790.4474,381860.7365,478141.1399,342377.6692,419583.755,657275.3113,341810.53,386944.9051,267642.8246,108751.8274,81153.78709,102263.6119,97205.70325,541494.7497,534249.6714,525414.3732,552812.4082,511865.8864,512346.0499,517203.2001,519012.8636,519266.002,492454.1469,503396.4506,460254.3873,497039.5755
"TG 52:3|TG 16:0_18:1_18:2'TG'[M+NH4]+",11.78,4670403.701,4686213.332,4101682.939,4300005.987,5369340.091,4115467.02,4521210.798,3819317.47,4609016.153,3065595.159,4234227.31,3830947.871,2931018.762,46053197.87,3121700.571,3340816.909,52435101.37,4295105.376,3967325.572,3778569.956,3630298.515,3161721.701,2755343.614,3170235.054,3156059.564,4052640.467,5292805.364,3731453.965,7009421.033,4257780.505,4160873.82,4349432.222,3315342.941,3644992.703,5342292.552,3878512.011,4107256.211,19250024.16,4050115.959,4163854.946,3914036.065,5488325.264,4000839.089,3501472.771,5004040.994,6562722.247,6106975.875,3229230.934,3962066.635,3915723.515,4963246.578,3573783.212,4625539.608,2793913.706,2703908.82,4960911.301,2906025.73,3790673.743,2283044.031,948108.1613,965389.8741,945764.0773,1236569.541,5204676.754,5028898.938,5195905.389,5491786.592,5210599.908,4987615.166,4787157.735,4831932.396,4721148.215,4805478.307,4780304.94,4675861.579,4471560.013
"TG 52:4|TG 16:0_18:1_18:3'TG'[M+Na]+",11.55,1790739.177,1798111.809,1636996.291,1663684.926,2034792.002,1585784.902,1676248.942,1553265.178,1924850.235,1076733.907,1469234.081,1360614.783,1389586.166,7170838.075,1586979.563,1326394.224,4624538.686,1676992.519,1525629.265,1604612.516,1576991.831,1237091.591,1062012.591,1187554.236,1296046.657,1878636.127,1910532.664,1489774.489,2287058.469,1941502.176,1894805.128,1980866.088,1304744.742,1460592.292,2131359.722,1698989.564,1708660.928,4645139.32,1170831.877,1506090.499,1460236.559,2110570.205,1789494.411,1671658.696,1942719.569,2219169.346,2197817.392,1339435.968,1690829.561,1707672.709,1672469.605,1359619.816,1694647.653,1190650.037,1453261.842,2091519.842,1150792.546,1361636.42,981450.3057,402617.3969,391842.3397,404127.7888,529392.1428,2007803.457,1927157.488,1971639.318,2054639.991,1892595.305,1830015.844,1857275.972,1840893.359,1850998.823,1826391.971,1839379.138,1785609.742,1764116.042
"DG 36:4'DG'[M+Na]+",7.34,278337.5429,441832.034,280455.9674,111280.4917,129738.7328,127721.4179,371050.9616,716870.6308,1135192.817,150195.5797,140550.127,137309.7438,916973.3696,1066285.761,1422843.07,284082.7839,907291.907,348294.5522,452811.5439,851621.7763,877633.3639,259103.1038,373282.0646,346461.2502,561648.8227,863153.9579,158909.7663,212229.6771,166992.2636,573515.3418,701011.8495,1122273.431,292226.1478,427094.4187,232201.063,659736.8552,731014.7027,659646.5556,245121.8599,298767.5357,209292.2069,675179.2683,1464497.235,1079080.653,282922.1339,331600.4061,244888.6637,526386.5629,863536.259,953653.4631,177060.9304,352104.3945,188163.2805,367136.4626,2283085.255,1026074.637,132396.911,245360.604,183706.3613,156649.2786,95504.22429,95348.23343,152730.2963,577317.144,568408.1849,560377.0612,555428.3923,529622.0604,524013.0049,491192.255,492162.9522,488890.4806,481423.1341,443548.4404,430425.7485,434909.6362
