Compound Name,Formula,Mass,RT,CAS ID,Eva_pos_01,Eva_pos_02,Eva_pos_03,Eva_pos_04,Eva_pos_05,Eva_pos_06,Eva_pos_07,Eva_pos_08,Eva_pos_09,Eva_pos_10,Eva_pos_11,Eva_pos_12,Eva_pos_blank01,Eva_pos_blank02,Eva_pos_blank03,Eva_pos_QC00,Eva_pos_QC01,Eva_pos_QC02,Eva_pos_QC03,Eva_pos_QC04
w/o MS2:PI 27:1_1_msd2537_pos,,760.415,6.84,,64228.74548,65475.59692,68116.25847,68135.02247,68469.17377,74387.26491,69844.29816,72044.05713,70259.93986,70674.84749,69451.14386,74940.79454,115242.7113,102880.7689,95308.09407,77984.87933,72582.89882,67046.72684,67498.85415,64802.16265
w/o MS2:PI 36:0_1_msd1781_pos,,883.6085,4.3,,64322.65985,46415.07022,63854.0003,46304.60166,62787.80195,41267.5783,60213.83644,46942.72618,77614.17339,39378.56087,59105.40196,54312.29874,,,,70889.31261,66538.24079,60151.58749,56890.53733,54974.97934
w/o MS2:PI 39:4_1_msd1854_pos,,917.602,4.88,,249245.8421,164751.6557,224588.8817,152888.0103,207399.011,121917.4524,214966.0411,136758.7636,215962.6025,113780.2682,175306.2786,142825.1737,,,,201543.8789,193933.5632,183947.4871,188082.4775,168481.6868
w/o MS2:PI 40:3_1_msd1958_pos,,933.6321,4.64,,131017.2328,152263.784,139097.3903,148607.0422,136368.6105,170280.3407,131291.7297,181523.1828,146017.0386,160682.7158,161366.2488,163373.5048,312500.0166,266844.5006,271655.9021,170316.8254,153602.334,148479.1654,138062.346,136052.0888
w/o MS2:PI 43:8_1_msd1613_pos,,970.5611,3.94,,,52374.53487,,57030.52751,12951.98528,67615.77274,12753.31483,72587.37302,,64937.13218,19044.95685,53211.49447,480454.0646,421182.8764,412406.1772,26706.84825,25411.18449,32225.25242,26654.45067,25319.00241
w/o MS2:PS 11:0_22:5_1_msd1322_pos,,739.4468,3.6,,121326.0838,128793.1594,194503.9301,117434.8875,163284.7325,111985.8142,144444.2457,112242.7273,152937.3033,112338.029,183559.7859,116892.7424,,,,177116.8945,160247.3773,162877.5306,159964.8646,160014.3638
w/o MS2:PS 43:1_1_msd2041_pos,,909.6386,4.89,,974081.0964,542449.4152,858697.0336,508457.3713,743011.3048,449780.4557,837267.0072,516930.3671,975472.2069,410452.1165,681691.6843,585919.7395,,,,875753.9583,824198.3205,718884.8894,667301.3631,610316.8956
w/o MS2:PS 45:1_1_msd1839_pos,,937.6692,5.51,,218600.1236,79905.37075,165528.6079,71492.69305,138625.8355,60077.94701,162014.425,79040.455,185471.9961,62329.87827,117740.3532,82267.15128,,,,160312.7529,150070.518,122551.1828,123658.5356,112923.4042
w/o MS2:SL 10:0/19:1_1_msd1312_pos,,564.4155,3.37,,248518.5716,101416.1324,283268.3693,87444.17185,284436.7779,78526.83841,273664.4392,78845.21593,297672.8249,81150.88378,244493.7852,76495.5847,,,,220058.109,195702.3355,206851.316,212927.286,221039.3594
w/o MS2:SL 10:0/20:1_1_msd1369_pos,,578.4306,3.48,,38763.56442,244337.8016,51120.99514,301668.7008,47139.43692,272796.1476,56237.86567,252228.2417,39194.40409,243449.6188,62093.88244,223662.3249,,,,66210.82912,63923.01523,67053.21151,72932.30364,74728.23802
w/o MS2:SL 10:0/21:1_1_msd1581_pos,,592.4465,3.89,,105932.3486,298873.5588,141474.8947,290837.8623,204232.4297,272652.2522,210566.4182,273809.7321,95126.39047,280644.3249,281892.0349,241685.1832,,,,316189.2202,269754.5584,300114.7438,312207.4315,325367.837
w/o MS2:SL 10:0/26:2_1_msd2284_pos,,643.4835,5.72,,83488.78772,81341.62722,78899.91059,77980.15524,77391.31436,66525.57896,79633.86363,84151.9108,103885.8752,117890.4736,87971.96756,75578.44048,105778.6054,87402.77089,86917.56049,85369.65784,79303.86903,74569.71673,81061.77254,77296.59116
w/o MS2:SL 10:1/26:2_1_msd2698_pos,,658.4944,7.46,,82462.8644,82468.2641,48632.82745,60107.78194,63664.95697,55484.28651,60167.59141,66547.72176,61969.13384,63300.65085,61244.27939,59619.24232,,,,60915.83552,59673.55329,61049.01736,61876.72444,63520.10998
w/o MS2:SL 11:0/26:4_1_msd914_pos,,654.5042,2.7,,109410.4967,84909.2593,82165.36092,64388.25054,60842.19052,67629.04608,72740.84538,76316.97556,101223.3091,94063.28601,131477.2839,67672.87013,,,,97454.24896,82853.90935,88517.26101,78200.89639,80660.80726
w/o MS2:SL 12:0/26:3_1_msd1037_pos,,653.5055,2.7,,241809.2745,209114.0297,215588.8271,155302.6317,143487.6444,173256.2338,180691.7113,186652.5605,261060.8812,238451.7322,328423.8776,170998.777,,,,252728.8883,220127.4743,221267.2859,208901.8284,209284.8463
w/o MS2:SL 12:0/26:6_1_msd305_pos,,647.4582,0.96,,131382.2626,116195.4305,121188.1802,114559.5501,122731.2282,119028.0386,110471.4321,122924.5944,121719.2583,114253.8476,116124.3532,116322.3127,173052.8387,141177.9589,141517.1773,146688.5855,124332.2679,125043.6134,116861.166,116915.0367
w/o MS2:SL 12:2/18:5_1_msd267_pos,,550.348,0.93,,1118478.761,1133268.279,1109895.199,1086723.913,1121285.552,1102950.323,1007081.568,1127299.615,1099179.786,1043950.741,1081988.725,1046625.07,1525221.257,1252918.305,1242244.737,1268062.069,1080129.943,1110821.81,1094358.75,1126436.717
w/o MS2:SL 13:0/26:1_1_msd2481_pos,,704.5746,10.28,,436405.3014,449709.7276,453684.5576,385074.4236,391504.1025,382804.4403,438134.9142,398248.5973,439638.83,378482.0398,404735.1547,348367.4479,611395.7867,448104.876,450373.7442,362837.2493,366519.6667,431587.7736,441481.6811,445302.0284
w/o MS2:SL 13:0/26:3_1_msd2553_pos,,667.5228,7.51,,114203.6932,67861.05863,77396.04341,70911.90883,103575.286,70967.34978,86800.08655,82488.89984,91191.00855,77264.41852,91021.18021,84610.34659,,,,81697.63565,79422.57921,80464.17116,79158.07882,77101.10557
w/o MS2:SL 13:2/18:5_1_msd345_pos,,564.362,1.05,,84513.33889,78904.32205,72266.91184,79386.2114,82027.16362,73009.3998,64669.21256,77994.89593,77488.26502,67699.60174,73928.56553,76580.75685,108969.5325,89614.95862,86121.20737,86986.64441,66844.12367,82169.55286,80222.81408,78905.06999
w/o MS2:SL 13:2/20:2_1_msd1075_pos,,614.4366,2.79,,76190.62247,63456.7627,54443.31608,52352.82244,47020.13914,52481.16892,50440.55912,53519.65461,70647.75026,65586.54579,85174.94431,49986.83125,,,,64052.36762,57662.11503,61626.28865,55439.37487,57037.21221
w/o MS2:SL 14:1/26:2_1_msd1006_pos,,697.5322,2.6,,199677.9936,156203.1283,167181.9902,120767.8117,103541.8927,137750.2696,145914.4038,143438.6984,204508.9531,187993.0565,279873.883,130096.8548,,,,193152.6721,173509.1958,168763.2232,160458.8246,165408.0793
w/o MS2:SL 14:3/24:2_1_msd2707_pos,,682.4929,7.51,,147824.9292,97483.94569,107532.9234,107591.4696,147031.1203,99146.26924,121643.6926,114231.4552,127435.8199,111344.8697,127317.8882,121315.5504,,,,120899.0208,110061.8715,111410.9078,108221.7445,111817.3014
w/o MS2:SL 18:0/26:2_1_msd2825_pos,,756.6404,8.72,,167414.0651,233014.1895,248602.8773,235129.1995,159844.0803,254600.6274,241401.1755,245459.0414,169193.6702,285459.2117,252703.3439,261679.8422,249941.1223,222094.3061,200015.0754,194929.4119,190986.0298,191598.3828,189215.3507,194336.972
w/o MS2:SL 24:0/26:2_1_msd2561_pos,,839.7038,10.92,,66853.36852,78609.83584,69878.77753,74638.08935,75420.70885,76945.88185,78109.45204,76342.12726,71084.90702,70884.07744,72676.03382,64851.24832,103842.9878,96204.45724,79699.40017,72683.09898,72812.11677,73394.85192,80353.09273,68891.90768
w/o MS2:SL 26:0/26:4_1_msd2627_pos,,847.7101,7.06,,70370.34116,68206.66204,50015.95644,69819.95352,54410.49732,54858.35333,52089.56308,76912.15937,57413.12437,62443.7771,54844.50682,64943.43779,,,,63549.80992,58430.19616,59901.82459,57061.33724,56773.29547
w/o MS2:SM 14:1_1_msd64_pos,,444.2392,0.78,,626641.736,499245.7836,634937.3706,410074.7708,445714.9498,509752.4598,454542.6669,676637.3372,715793.0567,708979.2937,700446.1749,997398.0991,1420234.509,861739.5652,793740.816,751733.0222,619449.3957,565167.4417,699023.6158,544686.0617
w/o MS2:SM 18:3_1_msd539_pos,,496.2739,1.36,,327413.2113,32592.84272,18900.48107,26660.69282,28611.38276,34028.84545,30506.45183,29611.33838,62139.6707,76021.62501,35264.41301,112972.036,,,,85656.33044,71282.59601,72722.59073,68015.39866,68256.41088
w/o MS2:SM 23:3_1_msd486_pos,,566.3473,1.26,,70362.58306,147829.1454,101867.9046,117726.8738,100167.6965,131848.3348,69190.89322,122653.2223,88165.31643,118977.1068,86832.26544,99503.11562,161778.2462,184209.9914,167971.5332,113311.8207,78336.9548,114892.6052,121427.0425,100207.2677
w/o MS2:SM 25:3_1_msd249_pos,,594.3739,0.89,,684840.7197,675118.2462,672809.1429,647789.5398,668749.6082,654758.0851,601716.8558,674231.1953,657594.2186,628374.8128,654446.9731,631030.3792,903208.257,741269.64,731721.357,785005.3949,650805.361,674722.1463,664518.9252,679978.9109
w/o MS2:SM 26:0_1_msd929_pos,,614.4369,2.79,,61737.18729,56855.79934,58781.32693,48022.60724,43464.42027,55110.60188,49508.37091,47578.97063,65404.47676,59505.52696,77396.3196,42458.07324,,,,64508.76905,63919.14913,63794.83824,55337.88727,55142.60492
w/o MS2:SM 34:1_1_msd1690_pos,,724.5476,4.45,,92523.59671,166481.7284,123826.6996,182964.9444,132483.8302,153128.7325,124248.7626,195363.0935,142153.1314,158210.5154,164400.6958,182520.3095,,,,181130.2782,165158.9585,170187.0683,164339.2586,167742.7395
w/o MS2:SM 38:7_1_msd1867_pos,,768.5163,5.52,,224003.122,87789.37111,189263.0389,81689.78944,184261.6471,61572.94703,168588.5743,54665.97083,185021.2402,38289.29346,130235.9921,53811.26117,,,,140300.2907,133083.6624,131965.9389,134944.5713,135313.9108
w/o MS2:SM 40:7_1_msd2107_pos,,790.5614,5.05,,573082.1162,676273.8133,622306.9148,667718.6626,635854.7184,672418.4344,591792.1869,674216.2792,601998.6285,635385.7274,630940.6299,622424.1553,1022292.635,964770.7093,943669.6965,698367.5759,630738.6388,642512.3542,648457.8298,652950.3668
w/o MS2:SM 43:10_1_msd2112_pos,,832.5472,5.05,,48711.80582,66792.49694,57799.08791,67377.87357,61241.33187,66105.68695,59620.71559,71058.47982,64182.09335,64114.41735,64978.61998,65474.50678,100985.1101,95651.64637,95822.6246,67755.11654,61855.35243,63364.44521,62178.59343,62207.18543
w/o MS2:SM 43:2_1_msd2926_pos,,842.6799,11.01,,111646.5703,119498.5142,191870.5162,130499.7757,131001.404,131432.6881,180475.6552,121794.3172,113209.0654,233441.2035,126503.9081,114029.9391,167703.2188,142017.1797,160728.2561,181800.8711,106412.3861,136233.7099,138789.0548,120288.4514
w/o MS2:SM 8:0/26:1_1_msd1519_pos,,702.5658,4.44,,124937.4422,124148.4771,113882.8404,122920.4316,116872.1455,111367.5544,106577.6378,142643.5072,141821.4744,111468.1432,115306.869,133346.1529,,,,143367.849,132140.2223,125347.3591,118517.3046,117931.3503
w/o MS2:SM 8:0/28:1_1_msd2133_pos,,730.5967,5.06,,68950.81644,61319.20784,52549.54362,61228.95101,55214.42599,55460.65516,57930.39954,81936.79482,67047.39005,69933.1794,58849.24163,78806.75877,,,,71867.97611,71980.93626,65413.40269,62224.35428,57794.75319
w/o MS2:SM 8:1/19:2_1_msd2170_pos,,600.4274,6.06,,310939.7671,355774.4035,332133.0901,324332.6766,368892.9766,205894.1238,319231.7575,363297.6486,358363.4462,267194.4766,362003.8198,326325.4436,326505.316,381028.4821,234037.2491,334064.1058,260139.3166,339719.7384,300658.6103,317408.8824
w/o MS2:SM 8:1/33:0_1_msd2513_pos,,800.6754,6.79,,70108.62039,59583.5278,51760.17502,61954.93269,47427.54877,60300.36359,59497.14151,82483.44937,65148.74431,69660.14486,62763.45535,85738.39197,,,,71622.99431,65404.27205,65771.01236,59503.41009,56184.61178
w/o MS2:SM 9:0/38:10_1_msd2773_pos,,866.6298,7.89,,97707.60734,99484.11541,104574.9032,98599.81043,100002.7787,100818.6558,92937.90217,106177.8264,99800.47026,93493.76282,100401.1788,96819.44454,139207.7677,124022.8943,121024.8549,93070.99969,91554.09456,93341.22352,90771.61391,92397.75856
w/o MS2:SM 9:0/40:10_1_msd2814_pos,,894.661,8.52,,57527.2947,53792.42621,58763.26021,59218.0041,58524.45744,61224.79626,56516.18311,58070.8699,60463.21927,54253.63094,61160.06534,58752.44377,86237.50336,73972.91145,70998.91625,53474.49387,50709.67149,54525.80621,51115.73475,53520.37402
w/o MS2:SM 9:0/40:3_1_msd3158_pos,,908.7743,11.79,,97776.00007,94836.07129,89058.60002,90780.3993,,89548.39074,89121.33289,91960.68688,87426.30075,81481.48744,,82995.40942,111938.4269,100430.7492,96193.94662,85446.37332,83837.08699,91014.74669,87941.12131,87877.0312
w/o MS2:ST 27:1;Hex;FA 26:4_1_msd2466_pos,,935.7629,6.67,,80448.33006,83299.49497,59351.65606,83681.5624,64688.00138,66843.73272,61755.68119,91115.93065,70230.64454,77002.98451,67906.48318,77233.77752,,,,76025.06251,70742.83512,72358.64272,68276.38367,68693.28156
w/o MS2:TG 8:0_10:0_36:3_1_msd2991_pos,,906.7645,11.52,,118078.7916,73491.24813,100545.3148,103227.7062,101953.7573,104685.1615,106567.2838,104024.7261,102797.1634,66056.88177,102445.3612,100150.4532,129268.3585,116862.2317,111733.5414,101628.5012,104320.261,85924.35684,97525.13146,103247.7253
w/o MS2:VAE 20:2_1_msd1836_pos,,576.4958,4.34,,63852.10322,100534.262,74090.3524,102704.8185,81099.69672,109161.352,79358.91489,124288.6113,104590.1933,107740.8027,91484.09414,134981.6492,,,,104932.6378,97741.89393,97449.52313,96817.25848,92526.56665
w/o MS2:VAE 26:7_1_msd2102_pos,,672.4917,6.74,,199948.5382,113009.9367,129293.8173,88918.61751,98268.02863,71238.95312,90240.94657,75623.87072,155838.9677,53667.1599,61164.5534,68993.58699,,,,105025.5046,99604.38706,96791.58571,96066.58293,96851.92723
lia1_pos,,720.5004,6.82,,31287029.91,31852755.7,32173576.89,31818816.97,31898598.14,32991954.61,31585083.71,33338102.82,33775595.9,33516797.31,32632962.49,33200044.86,50590062.25,42927218.17,40794559.87,35187448.53,33260491.74,32173976.49,31607846.71,31331243.21
lia10_pos,,636.2987,2.61,,3617870.15,4398177.852,5442683.614,3595224.956,4420177.687,3883475.053,4207827.435,4456352.145,4313876.138,4173640.056,3840398.586,3760804.31,7566298.545,6548916.458,4188217.602,4616141.121,4052893.704,4316692.07,4163048.219,4159350.432
lia100_pos,,498.3662,1.03,,479869.3613,513973.1253,498060.5063,491713.3821,504565.427,497439.0621,470653.0141,507234.7977,495410.5547,467974.7012,479073.1214,437110.7367,678077.7423,569138.4981,546474.1864,544481.7662,471793.6886,490297.0805,480355.5588,499094.3925
lia104_pos,,443.3712,2.76,,285000.6271,219527.1176,142434.8342,192131.1192,222203.3533,177117.3199,684746.1813,202596.8075,186718.1398,308348.507,188607.0867,227160.2579,211458.6171,244193.7389,144223.534,275775.0037,246096.181,247788.5887,235114.839,216792.7091
lia105_pos,,738.4428,3.6,,302397.4998,316596.7355,368727.2921,295262.0547,407186.1927,281604.695,358911.32,279669.169,379102.7818,280568.6334,454618.6839,292554.6209,,,,455441.0931,411355.4482,413504.6097,402071.8002,400018.9341
lia106_pos,,664.4364,6.07,,342118.094,293769.9598,308850.6903,258928.0991,312409.2929,274617.771,272557.3709,303182.1801,323231.4268,268506.9214,307465.0361,258290.9171,325225.9925,295214.0077,329741.9985,272194.0102,256921.0914,257046.1904,259095.0015,269358.5564
lia107_pos,,370.2111,1.97,,377008.617,358683.374,382399.9269,339162.6101,443886.0426,362643.5991,303720.4837,328844.8825,674456.4834,365769.6685,354058.3157,322822.8857,,,,414596.3471,358103.007,363453.2383,350243.0028,356888.473
lia109_pos,,1410.9385,3.54,,610862.2776,29807.77186,563109.5874,,456466.4453,,394019.7533,,820336.2755,,314282.2156,24734.87598,,,,240449.2569,223846.4743,204135.6436,188248.2698,179037.8541
lia110_pos,,1294.5775,2.61,,202762.1819,256155.4882,345278.4864,200104.8363,270859.4206,209375.2789,234139.3665,249508.9581,251876.2409,224170.4957,220732.9203,222509.4626,432858.5169,384696.7098,210451.5388,280053.767,249097.8711,244985.4123,237435.6603,240701.5304
lia111_pos,,1068.597,3.71,,353961.7597,281535.5147,260628.8266,240815.5451,311462.5045,180129.9249,284607.4124,216313.2689,354010.4939,154996.9159,191768.6941,252928.1048,,,,292394.9862,265771.175,262036.7035,251151.3508,249895.4988
lia112_pos,,578.4341,6.06,,645177.8793,388161.1837,491753.1664,318643.7977,448661.4908,252211.3732,404815.6521,266024.6236,496102.5977,208646.3295,315880.4791,221629.2252,43455.22315,48426.21169,22270.06874,344936.5504,321144.868,364790.5831,363099.7418,371774.4752
lia114_pos,,620.5119,6.17,,306836.0293,310930.0573,293864.2296,273842.9256,311813.8751,290241.3161,275656.4452,317396.0755,307490.9382,308174.6414,306805.9749,262083.5705,442776.2509,376937.6452,356270.7306,277718.0075,274769.3639,286600.32,284101.6115,258171.6274
lia115_pos,,478.1081,3.71,,244064.9016,222592.0915,186729.1075,189680.2479,225348.6088,151894.7056,211120.4454,176735.3083,259071.4635,131486.6114,144349.7753,213574.6411,,,,239423.6279,222303.4656,206769.8976,190481.0766,178941.4132
lia116_pos,,766.5467,3.8,,1143298.695,47525.02137,821957.9095,,613946.6316,,517903.8396,,1255476.49,,397716.4369,33734.70593,,,,276659.2801,250817.6472,246933.9935,234751.3335,236378.3387
lia117_pos,,678.4104,2.4,,274333.2738,333459.7193,362027.5446,318769.5218,307143.3517,309772.5797,305341.0641,336701.0743,335198.9727,294420.869,355211.7822,282282.1974,367106.0822,315564.8034,324344.5449,351274.1053,313461.8522,315988.3793,301660.463,309320.9242
lia118_pos,,522.4639,4.3,,319198.9531,207283.7244,292412.0742,206773.5757,282167.8208,170867.1272,308487.4266,196505.8272,393180.6004,157728.8185,259173.4791,198964.9546,,,,326793.963,262269.2975,273354.0307,262548.7898,249168.5593
lia119_pos,,928.6095,5.22,,668027.5226,246687.8618,517661.9947,214149.7498,411373.4788,147489.6014,481877.7148,178864.1169,555113.1311,144405.7461,334699.5272,187591.7039,,,,377191.3248,358647.8364,346316.376,336200.7143,338948.507
lia120_pos,,478.2699,1.03,,344544.6982,364393.3031,360067.6325,353724.2372,359441.6056,346402.0448,327555.7585,362346.7191,352585.3374,330825.2079,348072.5177,327865.3431,507080.155,424208.8016,412888.9573,410595.2616,346839.7723,354575.3939,352131.3318,353219.4144
lia121_pos,,326.281,4.89,,372113.4663,229430.971,329328.5053,201925.076,275087.6428,182898.164,304698.5626,205793.7789,349926.5192,171915.2567,246057.0909,199686.218,,,,306172.3685,271695.2899,275332.7868,252106.4517,245443.357
lia124_pos,,522.296,0.97,,338151.5252,346158.2541,355843.7566,326237.4213,353248.3949,330524.1147,318211.4319,350183.8245,352057.4681,317649.453,338901.5339,318333.1326,473203.1875,392973.3651,387172.2177,392280.7345,332151.4168,341627.3572,341031.3196,343810.4043
lia125_pos,,298.25,4.88,,369897.6573,209159.6382,326137.8893,200830.0414,290039.599,162403.0195,317693.6888,183378.4743,356569.8137,144342.0901,249701.9146,191634.2702,,,,297669.9528,242007.1975,275636.1893,251538.0772,252761.8946
lia126_pos,,670.3947,2.27,,,521705.1551,,559986.4978,,502166.8777,,501185.535,,508445.0749,,407509.3569,,,,391269.0356,345943.2423,368327.896,368435.1493,371343.8161
lia128_pos,,622.3603,8.5,,260470.1995,239624.3182,256738.4556,258971.2976,258103.7299,255534.5861,263933.3451,256226.8131,258237.4008,236848.3586,268346.5474,221292.7036,401495.3795,343372.6914,318901.0153,227022.4505,215900.485,241175.4579,229787.9389,226791.0669
lia129_pos,,434.2436,1.09,,297868.9005,338793.6506,336130.2722,322091.3963,321385.8708,324021.0216,302289.4561,338500.2343,321708.5783,310939.9197,318855.2027,301731.4035,487314.9043,398468.6553,394232.5731,373885.7933,320134.1112,324451.8998,318249.7554,321863.1868
lia13_pos,,694.3519,2.61,,3944819.2,4287973.184,5560099.701,3915690.987,4791637.631,3766584.007,4319225.864,4295290.751,4715382.541,4001011.352,4396181.285,4075175.168,5041740.857,4342056.01,3038743.683,5107135.596,4506370.649,4467514.261,4384947.074,4334813.069
lia131_pos,,474.2915,1.37,,1406247.033,124588.8501,113980.6947,130859.7065,114578.4171,128295.8663,123144.8541,124539.0529,250772.1138,278531.616,146005.0893,425809.7938,34765.24501,26741.0509,28638.39591,304814.7793,257938.2589,276181.6566,257918.0645,255586.617
lia132_pos,,330.2164,1.22,,254805.8872,311626.1851,309215.6661,299961.8202,318466.1743,312161.034,283182.2345,317195.0433,290061.4619,285821.4536,302157.8294,285834.7498,465705.8888,370297.7243,372556.2521,341557.8329,295315.7541,293390.5185,289939.0324,294377.1355
lia133_pos,,303.2533,2.2,,1593558.819,310191.175,500230.2224,256906.8799,605990.8095,256162.5189,359293.6645,373087.5007,412906.4019,322315.5276,303619.8974,680838.607,,,,305107.3701,241042.2951,756647.9772,699137.6902,897269.5552
lia135_pos,,250.039,1.54,,210922.9575,245643.5638,254628.2774,249380.0834,250630.3449,253918.4741,227722.4697,270339.8521,255936.1655,241579.8074,250371.8711,238280.1758,369401.7141,323301.209,321541.4028,279567.4686,245219.0284,239549.4817,231646.3326,230107.7418
lia136_pos,,578.5261,4.54,,335059.0133,53319.40257,273493.9321,56745.92653,232665.6833,60312.45086,254697.3406,63646.33294,330641.4214,67426.5964,242341.7128,51413.42455,,,,199624.8188,211316.8671,205007.0079,194379.5547,183882.3763
lia138_pos,,348.2027,2.73,,321601.8637,207670.6482,327200.347,237042.3608,366377.6008,197872.2624,274059.5833,189898.3491,390583.0664,141637.3025,392200.2524,182992.5344,,,,271970.7301,234046.4342,241276.2949,250116.0601,256849.2559
lia140_pos,,422.1743,2.24,,23785.47586,472833.2235,24915.90045,513392.1785,28550.05248,470749.7532,22612.97714,477927.9516,27419.54815,471636.8719,27721.87377,466780.6699,352.8576583,603.0803214,368.4217561,438572.9209,385359.4441,364734.7956,363778.8528,360099.6587
lia141_pos,,324.2038,2.7,,485807.5269,139411.2273,522534.5747,240316.9475,507852.2939,112042.2793,434608.2342,169031.7051,576836.0132,117749.4209,510862.9416,173985.4334,,,,292077.902,249802.5731,346089.6835,344427.1137,287195.9922
lia142_pos,,412.2586,3.44,,195275.24,244863.5871,193727.3439,214415.2088,178609.2653,239319.1178,180056.0718,248832.4585,185388.9401,234058.2262,200648.3344,222938.6263,348929.4361,290490.5584,295678.4564,220690.6568,192082.61,179860.4001,156732.5063,179653.1573
lia145_pos,,352.1649,1.39,,169605.5549,261208.8524,250536.3229,255247.7736,252621.7878,255604.1513,233302.535,265750.8672,236801.845,236819.2532,239067.9744,227859.2655,407921.6552,328534.9425,336304.5407,266822.0265,227425.7022,230150.5518,231797.3572,232932.3168
lia147_pos,,958.5992,5.51,,352250.4833,181982.1833,301152.9458,159328.8828,262327.0351,118479.2683,277544.2279,138324.9537,304102.0969,125438.4836,214140.5652,144871.7618,,,,248092.5134,237207.1934,221397.3118,226575.321,231674.2012
lia148_pos,,420.2171,1.54,,172048.8025,237767.5945,203624.3536,237479.3684,214591.8165,230089.765,199561.9072,246645.6094,198435.4104,234602.1913,223710.2516,196320.4083,391695.9172,318099.0475,320427.7995,236558.1746,209370.7242,202933.6262,202267.7112,203827.4439
lia15_pos,,281.2717,2.2,,12809069.53,2032269.121,4110810.809,1583065.568,3525675.578,2168056.957,3373696.948,3135020.696,3794073.946,2232892.444,3102752.246,9451771.474,,,,4266622.173,3899246.759,4298119.035,4189110.348,4323201.325
lia150_pos,,298.25,4.31,,232798.4484,143036.6903,217963.551,134694.5943,196559.8839,120594.8417,197745.6106,146122.8987,261584.896,115495.3397,181280.9189,156284.3461,,,,197086.4572,200973.8766,205828.7918,179361.1962,173327.255
lia151_pos,,678.3561,4.24,,70142.23627,122332.2658,162275.6205,101864.8253,125138.2416,97220.7011,216300.0245,177841.0733,253264.8988,36530.97171,380310.5782,198153.5065,98653.45535,66422.09668,61813.38059,179304.043,164734.3856,165113.3064,157365.7959,159393.1836
lia152_pos,,609.4808,2.78,,222569.6396,178962.6873,179335.8791,143302.1814,130142.2174,137630.2969,151985.8797,155286.5756,216212.4136,191223.0336,257183.0152,141632.6198,,,,201236.2268,175805.4597,177129.1521,172114.2834,177376.8531
lia153_pos,,352.2585,2.14,,109613.518,574765.9256,463022.5958,619931.2397,92742.16361,470284.3593,329493.3202,564912.3482,92373.84426,496389.139,376228.6998,159100.9824,96540.86037,80307.38419,67438.42327,186879.5744,153029.1085,385663.4535,356085.0684,426323.4098
lia154_pos,,408.2221,3.12,,296187.0671,114892.365,299422.1473,245354.1191,297585.7139,99804.48241,281664.3631,217336.1994,320086.5145,126230.3611,300907.1898,174495.8105,,,,221367.6872,193845.7756,243834.106,251569.061,253349.1352
lia159_pos,,326.281,6.74,,337238.5016,199239.3911,228999.095,161528.8892,174107.735,130793.5056,161567.3925,130533.088,289482.007,92050.41117,123009.1567,111957.5696,,,,167252.8374,154501.2052,173123.8805,162432.2814,166323.0605
lia16_pos,,752.5321,3.54,,5343058.846,264605.1093,5318493.011,181823.0129,4275144.813,145836.1433,3479260.954,143949.5685,6793988.151,134710.2713,3131655.425,199693.0229,,,,2123952.066,1995916.331,1938399.08,1852814.254,1856014.569
lia160_pos,,471.355,1.16,,310449.1462,336747.0571,335833.9378,323747.021,336510.4492,319703.9608,305780.966,347826.2734,333918.4923,307944.2511,332712.088,323851.6612,497950.0517,412542.0771,411230.2667,375191.1755,342809.874,339136.0142,330185.3028,324017.962
lia161_pos,,752.4588,3.81,,265602.3423,139687.5983,302284.0304,118416.0207,292895.1243,106586.8256,294315.6414,111255.9101,300846.4945,108490.5374,285066.7619,113342.5715,,,,281084.5787,262495.6207,259792.5742,258157.8593,264201.9101
lia163_pos,,298.25,6.74,,352837.505,202951.3936,247919.7802,148303.7783,179238.4372,136002.8214,157846.1045,132364.0328,277306.565,99014.14777,134792.916,126989.9884,,,,161923.0222,167787.4174,185447.526,160912.9472,160841.4461
lia164_pos,,702.4445,3.38,,313123.7664,77422.56436,328781.6849,64021.75381,306954.257,60003.18102,284767.5114,62395.93884,426312.8912,60463.41701,258296.6429,68231.31115,,,,228791.6039,209075.4032,205995.0063,201771.0099,197836.118
lia165_pos,,1230.7346,6.27,,294797.8713,179256.3497,180135.3507,173522.1178,176673.3126,189720.231,156587.8314,208312.6705,168484.9479,190990.9151,182385.4147,173031.5987,243591.2469,232242.0814,250941.2327,189724.9347,157019.8192,171174.2587,189792.404,186932.5479
lia166_pos,,760.4626,4,,315203.6431,124398.336,307814.792,105814.0023,275507.0619,105063.3094,276870.256,107294.26,331644.0098,105806.2839,268115.027,108586.2117,,,,263193.4753,241680.746,217424.0935,229320.5088,229756.4344
lia167_pos,,515.3811,1.1,,291912.2668,302387.7979,307133.8386,291427.0874,300849.0107,299801.6145,275793.7322,316165.6017,304502.9587,281260.9046,299428.124,295842.9928,443654.8546,374814.1438,373536.536,362433.8958,312275.2114,305777.3224,298821.7156,303821.53
lia168_pos,,732.4305,3.55,,276808.4554,103802.1772,293163.1655,89486.87956,262650.5243,83644.72258,232062.2738,81502.91315,333492.4305,81884.94043,242980.0107,93031.91027,,,,230251.4957,209362.0339,205905.7041,199586.2888,195755.1159
