Compound Name,Formula,Mass,RT,CAS ID,Eva_pos_01,Eva_pos_02,Eva_pos_03,Eva_pos_04,Eva_pos_05,Eva_pos_06,Eva_pos_07,Eva_pos_08,Eva_pos_09,Eva_pos_10,Eva_pos_11,Eva_pos_12,Eva_pos_blank01,Eva_pos_blank02,Eva_pos_blank03,Eva_pos_QC00,Eva_pos_QC01,Eva_pos_QC02,Eva_pos_QC03,Eva_pos_QC04
lia169_pos,,443.3711,3,,178606.9224,141238.9029,95098.79642,105851.3137,144801.5198,111583.6571,352698.1894,122933.177,131438.7856,190245.8035,117403.2439,134873.8443,217952.7996,235013.2578,158570.4726,164719.8255,148489.1493,158616.5066,146285.3592,145665.3993
lia17_pos,,536.4804,3.8,,5219687.425,1146923.559,4847759.887,916018.9298,4307364.645,858367.6976,4401905.745,910771.8071,6030097.77,831740.7596,3898888.577,986205.0741,,,,3692674.213,3374842.982,3250593.479,3042071.392,2890666.56
lia170_pos,,736.4944,4.71,,128379.2198,139329.8284,139120.5315,130778.2353,132632.9285,144335.7038,125279.8379,149782.9251,165518.0102,175222.1724,141612.0788,134909.2714,152019.6797,138016.9379,141970.4001,156215.6353,140222.2781,136058.4306,134642.1669,135127.9379
lia172_pos,,340.1717,2.23,,,457539.5884,,530015.787,,419109.0748,,428648.4782,,445826.7107,,342480.9786,,,,259820.4772,229516.6351,272270.2667,264185.8013,277739.1862
lia173_pos,,440.3141,1.03,,177973.0386,240238.6836,237536.3361,235798.8517,245659.2836,234971.2337,203968.3539,247658.7054,209796.8891,220138.6912,239099.8857,280380.1935,323641.8237,269479.7042,273740.2438,298070.5576,240147.6471,248375.1962,251042.5931,245098.044
lia176_pos,,424.2063,1.1,,189391.7017,212009.7416,165586.3565,176013.0995,204828.2053,206426.4772,223412.2009,218970.6078,167806.0864,165903.3503,166017.0414,161014.0968,273473.8185,200827.0586,252069.9048,184941.6444,179757.6447,189050.7824,182323.9183,172387.8038
lia178_pos,,522.4636,6.06,,453855.8869,219939.0343,259505.1113,166271.5075,237947.7276,117605.7184,217028.2643,130777.3446,303807.0157,100350.1809,153899.4517,106556.7276,,,,183151.3224,162024.9699,192475.8192,194701.1677,188907.7612
lia180_pos,,606.3858,6.08,,143810.7751,144410.2178,148274.1235,142235.1467,146201.9912,154529.7934,134661.4298,161430.0184,155985.468,152233.1513,154833.5876,151412.7412,240382.9264,204385.087,218102.9147,149731.3061,142570.0064,142106.1294,137198.1677,131926.6195
lia181_pos,,914.5935,3.71,,179559.3528,175646.7573,157986.3357,154065.0094,172769.0217,92181.34101,126983.6431,112689.4905,182049.1075,76313.19626,113375.0562,138004.2668,,,,161725.59,138395.8953,155812.9129,151099.8456,155717.0896
lia182_pos,,257.2711,0.99,,239883.6304,264021.8869,249982.6296,266740.1959,269497.7598,255989.4058,242508.888,283849.7835,241951.0723,235454.4288,271614.9713,212234.7866,395879.9925,335869.9478,330738.2975,298378.3558,232988.0141,240582.1822,271222.1075,257222.8344
lia184_pos,,808.5578,3.85,,343228.5473,173776.7108,283531.5271,148186.1149,305094.1651,121310.4603,282407.0881,125922.3134,388825.3517,77846.29001,179748.7067,146868.9327,,,,240498.0173,216088.7862,214170.5141,204518.7841,195573.2173
lia188_pos,,363.1141,2.93,,120391.225,120520.0129,109071.0822,124106.3074,129233.3624,109911.2576,127242.4647,114584.4957,174340.3065,123826.793,110256.1528,92566.36187,111375.1573,92531.7022,102872.668,121779.611,119922.9863,113713.5813,116990.183,114891.6681
lia189_pos,,858.5703,4.31,,385911.0526,209997.2077,338740.6078,210228.5309,371622.6853,138802.8747,308489.0608,134238.162,345571.6569,99716.28058,227139.8094,167469.3267,,,,295257.2152,276998.8869,269171.654,271316.7652,261817.6012
lia19_pos,,1324.8944,6.84,,2024970.581,1936163.014,2037334.743,1883737.57,1966139.639,2093666.95,1924907.163,2144747.055,2210561.221,2088440.988,2093107.909,2114239.324,3315713.89,2856854.067,2895480.147,2196630.743,2040031.234,1952562.742,1845483.537,1777845.41
lia191_pos,,542.392,0.98,,221352.9302,235968.3286,221361.2114,219288.6614,222969.7804,220873.7216,207926.7166,225953.457,225889.4,208142.2264,217830.2285,208550.4784,280769.1081,241192.9024,226487.3856,247246.0983,217323.6485,208118.3007,198970.951,225525.7458
lia193_pos,,716.3789,8.51,,170498.6892,166599.1857,168269.6714,182515.8587,178737.5876,164194.1142,169010.5748,161520.5673,169144.937,159141.4239,183339.994,124694.1505,247379.9803,208318.0648,187779.3119,129288.3027,123764.4818,165109.2414,153068.4538,162728.0046
lia197_pos,,390.217,1.16,,182077.9159,210533.7516,215527.8621,214019.4324,217712.62,215766.9901,205522.8461,232846.8117,205355.9971,203027.1678,205001.2637,211294.5611,351648.6163,292748.2507,285425.0055,241649.4674,210375.9283,204678.4008,208068.0625,209802.4523
lia198_pos,,363.1143,3.15,,135443.7754,80846.89654,146662.8976,131270.86,125354.0913,61145.21755,128584.1896,111812.4077,226182.6359,80064.73085,140979.5737,105230.4401,,,,143390.6813,124533.8066,119130.8831,130214.6771,130027.3831
lia199_pos,,564.5104,4.38,,340781.0683,84532.50806,292221.5805,69015.63803,225886.8541,61838.92685,266228.526,61556.4836,331627.5492,61103.17785,224898.3363,71799.22886,,,,228381.1188,210919.269,198949.9629,181884.5556,181450.5155
lia2_pos,,550.4964,4,,14347003.75,4127592.31,12431186.24,3520648.856,10952631.62,3608118.388,11261614.91,3675525.585,14314672.74,3594811.379,10018246,3796295.286,,,,10165290.82,9301425.565,8865054.647,8397323.837,8019597.866
lia20_pos,,418.2695,1.09,,2897376.972,3277552.746,3391021.113,3358202.11,3439426.601,3374949.018,3046310.462,3561503.348,3402261.36,3283929.734,3306228.583,3322557.886,5174663.243,4288899.464,4130192.946,3927825.9,3336197.194,3401611.982,3300817.078,3376555.821
lia200_pos,,1090.5798,3.71,,147589.5101,154809.394,121278.4926,139197.5264,143658.695,101418.888,125758.1859,117972.2828,150863.0455,89036.68779,99086.85317,136309.9696,,,,142956.4823,131597.8633,129439.5851,128169.6525,130881.0802
lia203_pos,,325.3697,0.97,,512514.2549,189857.8941,814959.4923,156373.7489,240683.777,149397.2589,228173.5013,142119.4589,389234.009,183580.4537,236624.0191,148745.7676,,,,327868.116,278917.9633,277076.2571,279189.3193,279955.4668
lia204_pos,,516.3127,2.85,,110187.9808,125529.3515,119159.8042,118370.1435,122948.9436,124048.8621,109664.272,129721.2386,124936.7706,123970.5133,123643.2704,112645.9366,146196.9869,129083.2027,132053.2672,127529.4528,115208.4808,118525.3389,112973.1938,118514.0794
lia206_pos,,937.6692,5.51,,218600.1236,87199.47879,165528.6079,77435.2963,137505.8692,64646.87868,160352.0476,80520.24554,185471.9961,62371.13969,118834.1483,95350.24717,,,,150516.4582,150070.518,122161.1256,124545.8682,114476.3116
lia207_pos,,740.2824,2.61,,142625.8592,154881.6923,213550.8684,134696.8369,176818.3518,139378.837,163373.7544,158065.8608,173096.6839,146823.8229,163205.5975,145606.2967,283931.9073,245307.508,169213.1836,183576.785,159805.0445,165375.7199,157715.031,156612.8306
lia208_pos,,800.5445,5.08,,115094.4145,106006.8118,112933.7311,105329.9318,110344.9005,118197.1749,106092.5037,128622.7413,118628.0839,115465.3401,119828.4666,125400.7564,216241.8541,180396.8754,170689.7263,126261.3625,117177.8417,108538.4197,106964.7475,97977.66481
lia209_pos,,378.3098,3.02,,125962.4111,111483.7359,98859.17797,91138.30023,96066.3384,82801.75741,105436.1297,90749.09199,191811.4989,176009.901,118974.0439,86404.26782,70649.56341,57225.17031,69313.80302,113920.7115,100465.3,110467.7009,110046.8177,109203.9565
lia21_pos,,886.5638,4.3,,3071786.939,2069224.288,3159854.064,1994039.312,2896723.921,1489514.241,2915263.442,1758109.508,3418796.224,1351671.358,2551251.131,1969671.881,,,,2826676.468,2625881.857,2575680.39,2504991.161,2514389.546
lia210_pos,,606.462,4.78,,124378.5106,147958.2794,140849.3314,173750.3041,146492.4008,157477.5158,146063.3655,139524.4312,140761.9242,146580.7519,135709.6797,127219.5547,,,,139203.8353,119881.5427,146485.241,138690.9756,156225.8057
lia212_pos,,335.3173,3.23,,69082.16835,94864.94488,42688.50346,52375.96358,152574.3575,74770.83647,462298.3854,121542.2625,50271.57709,175630.9731,66509.60671,59950.56263,91708.97469,135429.9939,49394.00197,133440.5989,128874.194,128663.7768,121012.9723,120607.8563
lia214_pos,,578.526,5.5,,250108.3463,96351.47795,186947.4984,93145.93337,155967.9715,67180.38602,179439.7755,76901.59872,201938.1691,67911.68955,124595.9182,86931.99039,,,,146111.8538,141575.6141,140581.1858,136219.3318,132446.9152
lia215_pos,,226.1201,1.15,,193092.0811,214100.8691,212522.2884,212015.4188,214296.1428,215538.2578,193600.4271,217722.053,206939.7817,200321.2043,214428.9847,205631.186,304511.0571,248124.0924,250981.7148,245670.0626,210131.6151,209952.4682,197235.5081,209939.0381
lia216_pos,,916.5531,4.61,,227119.3333,158287.4953,245242.7637,157044.1875,211125.5074,116016.703,231849.0425,135285.1445,258153.0293,113842.5808,200623.4075,144147.829,,,,221921.9366,202494.2706,199807.0913,203386.0796,198310.6179
lia217_pos,,298.2499,6.06,,318877.8747,130200.775,193293.3203,98994.07354,165397.8832,79249.34088,139464.2502,81897.41527,191896.2913,58490.64154,108505.8323,64500.71449,,,,116334.0202,114806.6558,130333.3496,122462.6835,121093.7564
lia218_pos,,736.5451,8.72,,139955.3095,189066.1613,179946.5878,197882.4652,134354.5945,167792.6958,183182.8687,192235.7959,125479.4272,189066.3078,194651.6838,165114.0748,201815.8559,180361.2657,141061.025,162192.0288,144748.4951,155450.3789,128034.0986,159157.4257
lia219_pos,,722.4794,4.46,,73645.12702,127164.3509,103918.1652,120592.4381,101320.8887,125330.6219,93041.69817,132816.2982,115837.4877,117535.5645,136344.6393,121027.9036,81035.44754,68067.68948,69448.12236,132255.9369,120890.9062,121043.8324,119012.9058,120279.4727
lia222_pos,,872.5471,4.12,,100623.7499,122541.282,115329.2774,133240.6171,107053.2122,102957.2792,108158.6861,104827.6697,124188.4855,100995.6694,110293.9938,126250.0417,,,,122862.2487,117550.0985,114634.0047,114273.2342,114738.1948
lia224_pos,,650.4106,2.72,,108798.6554,57377.56876,133772.9054,72067.89294,113362.192,63623.02105,80686.18053,100142.4095,126528.6306,102675.9819,149474.1673,109673.8703,37008.32546,25019.70411,,119866.4162,106443.4156,112725.2525,110264.1516,109734.9993
lia226_pos,,1432.92,3.54,,167334.3392,30734.27018,175333.454,,156373.9194,,144014.5328,,207385.4993,,135407.4872,25637.54794,,,,123508.167,113625.408,107142.7677,102565.4632,103267.6023
lia229_pos,,592.4461,6.43,,363319.4343,223691.2877,268874.2927,169512.2711,209555.0798,125132.0007,205110.4124,136339.9079,296550.6346,98342.52825,158285.627,112600.5285,,,,186168.8435,170020.551,190091.4746,187796.1082,194679.6269
lia230_pos,,326.2807,5.5,,223897.1972,86681.91117,169255.301,79647.21946,130983.7767,63075.92255,159546.599,74957.41873,168069.7595,62808.60138,119732.7172,73039.36233,,,,137274.1133,130142.5809,127162.996,112983.5417,116907.789
lia231_pos,,532.3449,1.36,,1534590.749,73949.01501,46921.23312,72931.03218,64883.17798,66450.90812,63910.50833,62732.12802,94580.38312,170413.4877,69600.89696,478035.116,,,,288856.3086,254644.1837,255853.0052,257299.9563,262441.5494
lia233_pos,,407.3007,3,,93394.70366,90694.3342,66391.75252,69722.28864,77158.46846,77770.59082,223578.3418,78100.59391,66800.62111,114072.7813,81921.87311,102888.5868,95101.18236,105820.2098,71321.35137,110731.5244,96311.91331,91889.72622,94915.78568,91637.80765
lia234_pos,,821.4751,5.11,,111173.9976,124745.2127,124933.804,135944.7207,128128.3878,141583.9574,131780.4581,137795.5266,125964.5683,140493.3439,130406.0162,138676.5703,273166.4645,217117.9985,190136.1037,132232.7353,126280.2511,121862.2495,124815.8406,122666.8787
lia235_pos,,406.2069,2.69,,227816.7058,92523.28655,233854.6976,132485.7475,216611.5834,83832.98641,201798.7146,106351.3175,260948.0708,60568.05466,202136.5,89054.28085,,,,177392.0904,110284.4614,159436.5226,159666.5729,166525.1607
lia236_pos,,546.4622,6.33,,146984.065,148026.4392,146013.6587,141933.8996,142482.1185,151055.5748,135534.7514,148914.8071,148837.2555,134353.5405,141529.3609,132750.4316,231300.0879,182680.7439,182816.0559,139778.6944,129265.8706,136985.2796,132565.444,128549.0592
lia238_pos,,741.5588,2.51,,161200.5157,117731.3272,127478.4113,89784.19076,88747.98632,103499.2252,111475.884,109963.954,158812.6745,140768.1548,214253.4027,101328.8908,,,,145528.2352,131888.324,131218.2756,129127.3444,130318.4902
lia239_pos,,432.285,1.23,,186368.739,235332.5976,243100.5509,238431.5926,245053.2703,232459.8007,228191.3052,259815.9036,233674.6871,217941.55,237061.3039,224389.2512,364530.4985,296879.6619,293968.5387,261826.8175,231479.8844,235203.7992,229514.2549,234773.8191
lia24_pos,,462.2957,1.03,,2737589.359,2900961.389,2779048.221,2808650.553,2913936.144,2816920.541,2675231.594,2946247.832,2835787.928,2633199.566,2776151.341,2735901.147,4153540.948,3470307.683,3409439.631,3221665.82,2732479.999,2785427.343,2758774.221,2852683.993
lia241_pos,,606.4622,4.14,,73151.58084,90614.08625,114780.1221,116163.6755,101190.9171,128171.032,104985.2837,119664.3926,99387.94875,142082.9085,141114.4453,100344.6954,,,,121126.5948,99035.63396,105223.1981,120187.1409,114752.9819
lia243_pos,,565.4544,2.88,,113951.9884,100604.461,89579.03467,84949.55704,73925.87967,74296.46649,78182.68293,83465.70492,111752.0691,95544.95176,119772.4144,76237.70736,,,,102366.6039,94152.09002,92753.18247,90040.91134,91366.60855
lia244_pos,,362.1628,2.24,,,274742.7492,,311586.6573,,264300.6746,,262791.4902,,261235.1103,,242452.4368,,,,221112.3405,182457.1672,191967.0989,186384.8203,188999.7398
lia245_pos,,618.5188,7.67,,72715.95549,123516.6878,109601.9402,129254.4125,50821.43825,116524.5548,83084.30169,148605.1559,46353.57208,123125.8296,122369.5507,101954.4348,,,,93115.59072,84506.76968,100769.1775,94380.31079,104376.1695
lia246_pos,,254.2243,1.52,,113838.0496,145242.1233,158941.1721,134197.3213,143541.5196,138190.1315,134560.4807,150453.33,152981.3896,148783.9956,144493.1093,109240.7091,180755.4809,147976.8881,124675.0545,130386.6997,106454.2453,138257.4498,133533.1106,133032.8672
lia247_pos,,694.353,2.92,,174040.6903,84917.35788,85433.43476,40189.52022,216560.53,154074.9262,128023.1011,176056.7942,70276.61201,168024.5444,56791.39678,194331.6961,183774.3206,149347.9823,145870.9031,222835.6706,45994.26219,51415.67852,55841.22174,47985.21226
lia248_pos,,672.4916,6.74,,200493.6012,107093.9528,129293.8173,84764.49091,98268.02863,67171.63139,90464.92182,75623.87072,156093.8983,53667.1599,69993.08366,68993.58699,,,,96165.99195,81746.86059,93365.0575,91034.95893,88661.92126
lia249_pos,,841.571,5.09,,103945.0607,100806.6385,104880.3991,97519.58909,98898.751,105522.7653,100184.7497,111483.5572,109547.5941,102315.1846,106934.897,105209.8127,166705.9922,136401.542,130147.6526,108876.688,99316.76697,98636.0796,97139.40288,91949.71975
lia25_pos,,1346.8762,6.84,,2106505.961,2078263.572,2141620.172,2063052.063,2111261.866,2189734.324,2072506.669,2238734.955,2271595.286,2182612.896,2175343.174,2235003.256,3450377.969,2986179.386,2909491.358,2312015.057,2183902.692,2086868.008,2026204.948,1982670.28
lia250_pos,,316.0552,3.71,,114150.2852,98062.1458,88520.08589,83792.50351,106334.8624,73596.40645,105733.6442,85746.21177,114695.1581,64680.3122,73025.97998,89743.90445,,,,107542.7079,92505.08367,98819.62298,84297.05386,85722.58867
lia251_pos,,374.2196,2.94,,133332.0907,72535.87686,134233.2389,81200.26958,134004.4833,68379.27815,107829.2038,68237.21108,155893.4181,73402.0953,153686.2447,63307.63935,,,,105697.2242,90389.33368,97939.63418,98676.56668,97306.95545
lia252_pos,,352.3326,1.82,,126222.661,146805.0291,149116.7202,138631.0083,141966.001,146226.6477,128134.1083,159482.5241,144898.0992,138367.1162,142349.4916,137276.2419,207547.7282,177063.6216,153797.9567,156753.5196,133049.1906,136989.681,131540.8257,134112.6567
lia253_pos,,603.4327,1,,193310.683,183890.926,183440.6724,177457.2136,189026.0064,184629.5464,168021.2,187356.2799,188360.0369,172300.2562,185759.3873,180627.6903,267320.2254,216265.1551,219532.1685,224208.4445,188960.0894,187971.5732,184612.6565,186091.3323
lia255_pos,,310.2855,1.13,,133266.9626,120961.3971,131874.2826,117854.9766,118763.0635,130894.9484,113842.7457,134310.0271,123560.3138,121248.0022,136038.9474,129680.206,194280.1174,156163.8558,146987.6933,150213.6887,129457.5299,119665.4904,115712.8164,113652.5979
lia257_pos,,840.6642,10.75,,215479.682,208477.2258,221100.7977,215693.4608,210993.7128,214568.9946,206397.5201,213727.8649,203606.0125,207178.8742,193375.5088,216424.1513,302767.6707,248816.6916,238978.2346,204944.3971,194123.9092,220458.3953,208686.0393,214173.2267
lia260_pos,,664.3781,2.24,,,242724.0076,,275855.6516,,229094.5683,,232545.8431,,240433.5727,,195200.2966,,,,143833.1944,126736.1653,148314.9088,141910.5293,147545.6713
lia262_pos,,1252.9346,6.77,,115122.7307,82930.37379,91316.14172,69199.94175,79969.14693,64000.90275,73481.21212,65542.76375,110054.205,50814.61334,65726.35043,64685.00602,,,,86398.66703,83261.74565,75125.61898,73825.68955,69251.28712
lia263_pos,,850.7098,10.93,,223882.1236,219701.6239,226113.547,219676.8968,224977.246,219976.7834,207059.0432,222290.0622,211140.3778,197166.6278,192727.4565,196012.5692,277932.4079,238158.792,225899.8811,177054.064,196629.2477,201797.2856,212207.8765,211535.5281
lia264_pos,,746.3807,2.26,,,211840.1304,,223937.5497,,207528.3899,,207208.557,,206296.2665,,188295.4186,,,,172145.3919,152720.7318,153816.8817,149843.9469,150506.6738
lia265_pos,,458.2586,2.85,,69781.30599,81758.40021,76239.2909,74716.65784,85937.81404,79713.69592,68555.73384,81815.19369,94638.47767,87762.6745,76209.30729,86408.9039,134826.7254,113521.6688,119479.5621,94871.35517,85384.54192,71897.99089,79911.09823,78434.20243
lia266_pos,,868.6951,11.12,,223787.4695,226886.9929,181484.6066,159779.7215,140126.7911,186929.6844,122825.3621,121651.2021,224396.1804,141410.9489,176133.6395,174235.7709,240327.0107,142788.3383,143507.2386,172433.9371,178832.4142,135488.5969,184557.7408,186413.865
lia267_pos,,528.4528,6.44,,187080.2504,163596.0004,160307.871,174168.0717,161506.8697,170739.9706,167199.2442,198748.437,171882.4879,161613.6716,192588.7205,192664.1519,274332.3513,262175.5818,249604.5272,177376.2256,192948.7602,192173.3559,177086.9098,160023.8698
lia274_pos,,393.3447,2.02,,127048.038,70733.33427,151147.0547,100898.2643,137344.851,67551.94483,117148.0861,99805.3882,155772.366,94920.00536,156042.3634,94325.3759,,,,108512.7036,119889.1693,124513.181,116016.8975,119122.8547
lia276_pos,,996.5965,4.89,,138782.3895,120944.3339,144869.7775,114517.1974,137850.7863,96317.55827,146210.6601,107115.8663,146711.695,91608.6673,130488.3656,108717.5192,,,,146292.9765,132582.4678,133055.2945,135420.4821,136624.3822
lia277_pos,,1488.9823,3.98,,116508.9091,39677.29212,125244.4467,29367.88565,114315.8765,28888.00218,119769.7124,29427.99791,132961.4529,28183.31741,115173.0232,32960.57396,,,,117973.1867,106405.1046,101098.7623,99437.96396,97742.01162
lia278_pos,,476.3109,1.16,,170936.6741,212111.6894,212094.832,212442.8803,214560.6286,206787.3616,196158.7199,224162.6549,217296.7748,211265.7637,212360.4569,220107.7836,253358.8174,236399.581,236691.2247,245893.7763,213965.5072,221039.087,218287.8229,218429.6685
lia279_pos,,326.2181,3.12,,215182.0758,83535.77292,214250.1289,167613.768,199956.1697,65151.77065,189847.749,144446.5067,242530.7235,90747.75964,185149.8555,82062.64529,,,,107380.2919,85824.44682,165460.6527,165410.4822,176410.6804
lia28_pos,,716.4606,3.55,,2794223.361,1096343.116,2992855.212,902086.6354,2668897.366,852808.8351,2423053.536,873848.7105,3398555.081,861222.1715,2520764.415,973974.6807,,,,2424288.167,2198380.947,2165283.418,2116266.069,2080391.537
lia281_pos,,609.5302,6.78,,131454.5955,87764.76146,67648.64291,59551.67771,129742.1984,80948.97899,127186.5132,75482.09883,91829.16415,127031.2539,91470.82462,121556.5453,172221.5259,165192.8613,83735.38018,133231.8127,127008.766,134837.204,70357.98436,70479.17823
lia285_pos,,394.3787,2.81,,103839.1283,101999.356,101526.3663,97165.79304,103995.519,109709.3085,87639.68778,116379.4649,116636.2955,99313.02633,106374.974,106033.8299,188390.0446,141360.5817,144355.972,107832.5711,96702.75348,100765.5753,103103.7257,95780.4049
lia286_pos,,485.3374,1.14,,168400.8664,163307.3236,166140.1145,155607.579,159635.0649,161481.8671,148878.12,134819.6134,158634.5414,135616.8615,159787.9988,128169.0443,233161.6244,155164.0008,180248.7614,152282.1999,163622.3057,164219.8098,159836.2736,156682.1277
lia287_pos,,954.5619,6.16,,105283.0619,106642.6261,104081.4959,99063.95341,98318.01381,89632.86913,101537.0529,95055.5293,106199.8446,86195.00821,104850.4743,88016.4709,121890.6479,111372.5515,123254.617,102384.1722,98107.80267,99384.33848,100038.2773,105028.2302
lia288_pos,,844.4863,5.87,,184290.8734,210057.478,202281.6464,193566.783,210088.5012,192786.5889,184592.5997,181355.7567,188798.2944,182969.3149,188526.8962,167113.758,278742.6513,239882.0237,222291.8138,185558.9637,183769.8079,180440.1041,194590.8642,204297.1947
lia289_pos,,501.3286,1.31,,144172.7368,123076.9513,176580.9286,102080.3312,189295.4357,124613.7988,159986.9982,93780.91746,182987.2802,106303.9733,185852.9194,87985.42442,,,,169517.9803,147701.5805,151353.2009,139837.1615,142599.1656
lia29_pos,,346.1882,2.24,,132392.8542,3812826.968,131197.4889,4238984.907,153022.5158,3733199.822,116114.9466,3789683.967,133251.7107,3772481.957,138499.1308,3533332.298,,,,3195625.875,2815043.131,2852533.977,2810953.853,2832461.551
lia291_pos,,698.5869,8.72,,96925.99943,117009.9694,113654.4402,120879.0205,89037.10823,130606.4341,120559.904,132262.6279,68932.94508,124831.8708,101529.2055,94076.44362,117654.3444,131169.8846,124796.7323,116499.8252,85737.82342,106347.223,110338.3144,98408.8569
lia292_pos,,379.0875,3.15,,101805.3434,43582.61226,98150.77642,88070.5388,89707.91052,43481.96248,95101.1099,76077.23683,110105.3694,43555.97429,96634.53377,67010.35835,,,,111772.0386,81271.27695,73845.53354,89484.86364,72947.64583
lia293_pos,,379.0875,2.93,,74479.10165,75637.07254,71740.56581,72814.16345,87560.82183,71626.52441,84236.95332,71036.34281,101323.5096,72029.87603,72123.64548,65806.4724,72334.45576,62220.6853,71402.52843,113952.086,69867.7453,70407.81188,76768.81125,79732.2318
lia294_pos,,860.4597,5.87,,163872.2851,194020.0464,180344.8403,185314.7636,187832.1731,187261.2761,173809.0856,172349.3933,165372.2394,179559.5067,175586.4772,161776.9031,289020.5007,261642.5638,232842.8967,173207.7627,171477.8405,177894.9566,184899.6963,188977.7691
lia295_pos,,536.4794,4.6,,155416.4926,82581.30737,150075.8774,79537.25042,119090.2571,60960.78818,145327.0517,77374.61575,143860.175,53475.84853,113889.9371,74605.52989,,,,127847.9344,115350.6975,118268.3227,111554.1448,106421.5438
lia296_pos,,627.1869,2.85,,68003.33656,42319.79193,70924.43682,46729.05927,60696.8852,46761.60327,46011.83699,45698.23661,77324.04398,49294.31382,63449.70486,55428.41413,,,,101247.204,94365.5965,84335.6285,74130.90799,71918.70867
lia297_pos,,441.3096,1.23,,123241.6007,120249.9328,106821.0351,118655.3838,122713.2591,122705.1354,112037.8954,127523.3015,115705.8672,120785.0137,122132.8132,126491.3387,187447.0671,150087.5532,143826.0322,145529.7105,129462.9517,123769.6426,117227.4683,120486.5089
lia298_pos,,384.146,1.54,,68100.6779,107705.1712,107126.224,105467.7313,107940.2971,107567.5444,96722.39262,114224.0425,106137.19,102775.698,103095.2649,100047.5677,166172.5342,130785.2661,133002.6135,109833.2561,93015.54776,97559.42069,95112.76697,96822.86794
lia299_pos,,227.2237,1.22,,123046.3537,91875.02341,128739.0154,93913.03707,131489.244,105136.1399,107174.5441,105160.627,152812.0541,97198.58923,113212.1733,111083.5692,49261.5764,37159.31482,36792.48556,116545.6285,104377.0191,116903.6737,114036.7066,115454.0554
lia3_pos,,522.465,3.55,,10523008.87,3182616.591,10505166.77,2623222.582,9633752.341,2623262.602,9251622.378,2685833.961,13293339.41,2617336.783,8480559.297,3038294.409,,,,8482038.918,7721467.082,7378445.803,6972874.794,6611817.656
lia30_pos,,658.2801,2.61,,1592749.853,1792179.881,2341790.685,1553090.383,1996994.804,1579665.272,1835619.453,1808037.384,1911181.933,1676612.998,1741293.439,1639237.042,3104293.611,2639884.244,1820600.052,2067783.881,1805253.444,1833879.172,1780971.71,1790946.202
lia300_pos,,949.626,4.01,,70394.79647,62137.65914,73508.41038,58351.77564,69450.71625,60829.27971,67174.58159,65951.20994,74653.14072,56770.20809,79522.21492,60301.3707,92298.48251,79085.50612,84504.01076,81958.72403,75446.06358,73189.76484,68993.38557,68951.93488
lia302_pos,,866.5382,4.12,,116298.3135,132119.5541,129498.0672,135353.5412,137579.9747,127566.408,128094.6131,125445.9061,133881.1365,133414.4374,109743.6866,123954.5688,,,,132313.055,121100.0084,124699.3946,127683.5256,129827.6917
lia303_pos,,328.2391,1.64,,,178325.8748,,214879.3142,,190418.9675,,198536.5583,,202613.8775,,209632.3011,,,,113694.4172,102222.6112,100909.8306,98883.65607,97360.58868
lia306_pos,,1362.8478,6.85,,96030.34116,96024.11685,103578.8122,102425.2292,107427.2799,114955.5604,110105.0264,116132.4952,110357.678,115396.7971,114836.1894,124086.5929,223846.9604,190462.7278,183430.5388,126040.2899,120972.8309,106190.9038,104679.6958,101795.4811
lia307_pos,,626.3542,2.66,,56335.19726,71918.69497,51449.1254,40901.86384,42322.66464,52852.84135,67819.01334,65506.15042,52419.00168,77536.65096,89441.04414,81379.90193,,,,93901.97765,82276.36872,66644.35512,60361.94808,64046.67098
lia308_pos,,437.3667,1.41,,114614.184,83379.46006,92397.15018,97072.40691,125338.6937,70353.72416,91833.45496,82935.63671,151884.8402,79050.4803,157320.6718,101687.4164,55100.64558,41375.13069,53363.77708,129184.3683,95837.88344,99175.31337,102841.6204,102467.9518
lia31_pos,,744.4919,3.98,,2781434.97,1305917.336,2757788.218,1151026.681,2560233.057,1116940.542,2601642.329,1145835.287,2942967.722,1113547.245,2489035.047,1146217.268,,,,2508678.437,2306940.211,2252346.656,2210871.104,2178422.234
lia312_pos,,339.3488,4.19,,42369.26521,68072.15226,32975.27771,31087.51956,89019.75872,42476.54574,279551.4997,69900.50964,40059.76959,100851.489,33547.16948,33914.51754,96314.41136,103734.5672,41331.51221,85261.51201,68063.8331,72316.00872,67258.7667,66462.91931
lia314_pos,,732.5014,6.69,,81464.08154,87553.50042,86092.35621,81287.31483,86753.46107,86657.79451,77760.49678,86829.62067,86128.92709,77589.03184,84554.61755,80072.17355,111961.3468,97780.40434,98106.11079,81994.09397,76323.68671,77911.77255,78242.62082,78140.23824
lia315_pos,,606.4627,4.45,,16240.73006,60143.60663,40525.67772,122835.9956,38298.21975,158905.0748,40971.46227,135434.0998,28556.49708,170163.1668,103141.6477,108113.6778,,,,78369.96553,58376.25877,60778.88773,78371.10791,63499.17898
lia317_pos,,870.7092,11.36,,79687.36573,77463.90776,147802.1705,166028.2519,71312.09784,148413.996,75859.55102,78940.24626,105639.4472,131796.7407,164691.3002,187432.9431,106522.7016,119500.0984,87664.37526,76166.26744,67479.43412,78264.29357,164154.1863,147065.4337
