RT [min],CCS,m/z meas.,Original annotation,Molecular Formula,Annotations,AQ,Name for process,Ions,ID library,Positive id forms,Positive id forms formatted,ID confidence,Annotation Source,mSigma,MS/MS score,mz,BlankC1,BlankC2,BlankC3,BlankC4,BlankC5,BlankC6,QC01,QC02,QC03,E3,E6,F3,F5,F4,E2,QC04,F2,F1,F6,E5,E4,E1,QC05
1.88,261.4,670.40785,,,,,_670.408_1.88__,,,0,0,,,,,,0,0,0,0,0,0,11252,0,21828,14348,10479,10924.6,8405,9750,18801,12187,16503,9196,10769,10719,12664,12933,10987
1.88,332.1,1029.69143,,,,,_1029.691_1.88__,,,0,0,,,,,,0,0,0,0,0,0,8696,10171,10722,9554,5854,13502.6,7751,10720,20271,9315,33980,5585,9477,6433,7269,5936,10944
1.89,237.7,575.32666,,,,,_575.327_1.89__,,,0,0,,,,,,0,880,0,0,0,0,7529,7054,8064,2257,5655,8283,4282,6650,23405,7348,20619,3123,6741,12194,5223,4148,8353
1.89,231.2,523.34755,,,,,_523.348_1.89__,,,0,0,,,,,,6979,0,0,0,0,0,41079,41956,43957,45470,44416,51343.4,51410,59763,39088,42351,48865,41805,54874,48610,46042,32873,44174
1.9,228.5,489.27636,,,,,_489.276_1.9__,,,0,0,,,,,,94911,80106,70721,48311,103206,108176,46912,43325,41661,39946,0,40837.8,64305,20866,39979,43292,37340,15939,65739,26716,24179,43296,46312
1.88,235.5,547.34677,,,,,_547.347_1.88__,,,0,0,,,,,,0,0,0,0,0,0,16018,16296,15075,16758,17890,17104.8,19909,18562,12667,16666,15359,13708,17986,18469,16417,13592,14656
1.9,208.8,425.28948,,,,,_425.289_1.9__,,,0,0,,,,,,5835,2144,1742,2114,3923,2720,14133,12562,12068,14628,12344,14628.2,9235,14738,21494,15079,31245,8813,9110,13469,11273,12307,15049
1.86,242.5,602.34694,,,,,_602.347_1.86__,,,0,0,,,,,,0,0,0,0,0,0,4722,6153,5698,8078,4546,4972.4,3593,6760,14157,4841,5630,3873,5006,7724,7290,4838,5670
1.89,277.2,748.47566,,,,,_748.476_1.89__,,,0,0,,,,,,0,0,0,0,0,0,47074,45602,48082,51139,40380,43257.6,36324,33568,44743,52243,43267,52052,51077,35738,33694,60234,55357
1.9,289.8,808.53117,,,,,_808.531_1.9_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,4482,4596,5721,6512,4434,3865,4466,3486,8157,8141,0,5373,6000,4206,3655,6724,0
1.86,252.6,648.38703,,,,,_648.387_1.86__,,,0,0,,,,,,0,0,0,2044,0,0,5321,8179,6883,6138,0,4176.6,4550,3869,3470,0,6838,2631,2995,3690,0,4890,6440
1.87,273.6,722.4597,,,,,_722.46_1.87__,,,0,0,,,,,,0,0,0,0,0,3472,44028,45599,46638,51124,38725,46991.2,41818,33051,43152,52258,43857,57782,58448,31274,28975,64963,57834
1.89,232.8,506.35897,,,,,_506.359_1.89__,,,0,0,,,,,,6615,0,0,2667,0,0,9214,8994,8220,11923,10370,9006.8,13051,11793,0,8831,0,7770,12420,10071,13263,9259,9980
1.88,239.5,596.35505,,,,,_596.355_1.88_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,6177,6944,6726,6839,4219,3485.2,0,3346,7069,6469,0,6376,7704,4292,4425,7622,7810
1.87,235.9,463.28731,,,,,_463.287_1.87__,,,0,0,,,,,,0,0,0,0,0,0,19320,23062,21516,24637,21840,16569.8,21775,22923,0,23368,0,16179,21972,19856,24584,20023,22033
1.87,206.2,423.27802,,,,,_423.278_1.87__,,,0,0,,,,,,0,0,0,0,0,0,57437,66142,64860,63615,56679,61945,70107,64291,48333,64715,77045,32790,65492,48903,62594,37824,69499
1.88,267.4,729.44211,,,,,_729.442_1.88__,,,0,0,,,,,,0,0,0,2246,2526,0,8679,8048,9773,9447,4913,1200.8,0,0,12521,12213,0,6004,0,0,0,0,11663
1.87,261,704.41366,,,,,_704.414_1.87__,,,0,0,,,,,,0,0,0,0,0,1300,8612,9469,8302,8199,5788,7378,8517,5191,6651,10129,8918,6753,7511,8232,6806,10861,8530
1.88,200.2,377.26987,,,,,_377.27_1.88__,,,0,0,,,,,,0,4031,16014,19166,18031,2300,7007,8740,5955,8093,10835,7530.2,9040,6679,7430,8105,7812,5775,8345,9780,11574,8030,9569
1.88,267.5,680.44853,,,,,_680.449_1.88__,,,0,0,,,,,,0,0,0,0,0,0,5467,7787,6683,7922,6277,6955,5800,4807,0,7240,7262,8304,8602,3724,0,8863,8743
1.87,259.5,631.4839,,,,,_631.484_1.87__,,,0,0,,,,,,20286,19657,15829,27616,15418,13991,8622,10924,11782,11488,11652,9381.6,5113,9839,17118,8917,17280,8386,6290,12424,13408,12162,12578
1.88,245.3,626.36606,,,,,_626.366_1.88__,,,0,0,,,,,,0,0,0,0,0,0,7277,8535,8709,8382,6653,6620.4,0,8026,9274,9119,9369,7799,7908,7299,7344,10482,8837
1.91,235.8,549.36341,,,,,_549.363_1.91_[M+HCOOH-H]-_,[M+HCOOH-H]-,,0,0,,,,,,0,0,4332,0,4324,0,45972,43792,48086,47179,57488,54672.6,59399,63663,53332,46177,52416,43695,54190,60074,63085,37315,48852
1.92,227.6,534.31905,,,,,_534.319_1.92_[M-H-H2O]-_,[M-H-H2O]-,,0,0,,,,,,7669,9103,7909,6010,7277,6989,51825,59247,56034,57029,35116,59151.2,38641,39208,90706,65040,130070,45612,42225,40402,35972,54503,65881
1.9,213,441.27639,,,,,_441.276_1.9_[M+Cl]-_,[M+Cl]-,,0,0,,,,,,0,0,0,0,0,0,25710,24717,22269,20249,18906,31943.2,13437,13744,88101,23271,104409,13515,14611,26404,20786,22064,31617
1.9,208.5,418.29843,,,,,_418.298_1.9__,,,0,0,,,,,,0,0,0,0,0,0,61161,62727,64439,84202,73292,89824.2,79843,72572,104016,65618,163946,39978,92782,82490,81810,41259,78190
1.91,288.2,793.57882,,,,,_793.579_1.91__,,,0,0,,,,,,0,0,0,2333,0,0,8228,8076,9166,10527,11920,7006.2,6181,0,23191,8382,15638,6860,6352,11380,11905,13358,7921
1.89,190.4,283.24224,,,,,_283.242_1.89_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,5764,4886,5534,3416,6058,6981.6,5749,5363,7405,5146,10306,5267,8223,4464,3758,4693,4895
1.88,217.2,476.31215,,,,,_476.312_1.88__,,,0,0,,,,,,0,2939,0,0,0,0,9370,7497,6908,9279,3828,8709.4,7733,7967,10172,8789,17971,2115,7761,7316,9390,8461,7727
1.91,174.4,267.26939,,,,,_267.269_1.91__,,,0,0,,,,,,260100,227681,203384,207924,233563,211516,208916,212470,228490,253298,236386,282548,222462,215725,227126,238275,520413,193369,260771,261352,249768,202468,239966
1.92,220.1,489.27616,,,,,_489.276_1.92__,,,0,0,,,,,,29815,24248,19289,15707,33208,31978,14304,17766,16833,13814,0,11494.2,21907,0,20432,17148,12812,0,22752,9979,0,17355,20742
1.91,285.8,341.26886,,,,,_341.269_1.91__,,,0,0,,,,,,3964,0,3187,0,0,0,10106,14403,13657,13859,15471,19331.8,13020,12855,0,0,45045,12225,13514,16743,18678,0,15412
1.9,306.7,881.63023,,,,,_881.63_1.9__,,,0,0,,,,,,0,0,0,0,0,0,5586,6257,7746,0,7939,11154,3736,4846,16736,8391,37277,2663,7248,10015,3882,0,5311
1.91,284.4,747.57759,,,,,_747.578_1.91__,,,0,0,,,,,,9544,10434,0,9828,9854,11775,12645,13490,13452,14962,15470,21587.2,10824,9660,43447,16349,62599,12178,12675,19657,14612,18492,18619
1.93,280.5,743.56349,,,,,_743.563_1.93__,,,0,0,,,,,,0,0,0,0,8231,0,80398,84357,81351,99337,94193,87218,58666,86682,151522,69976,127624,78656,84462,113043,112166,101188,75516
1.91,274.5,717.54751,,,,,_717.548_1.91__,,,0,0,,,,,,4650,2707,6407,0,0,0,26506,25039,23528,32805,28768,30176.8,21624,29472,49501,24419,51851,23367,24570,32154,32088,24321,24735
1.92,292.9,819.59682,,,,,_819.597_1.92__,,,0,0,,,,,,0,0,0,0,0,0,9904,10227,10328,9374,0,6444.8,0,11656,37222,11050,20568,0,0,15485,0,15216,0
1.91,280.1,733.53917,,,,,_733.539_1.91__,,,0,0,,,,,,0,0,0,0,0,0,8587,9551,9514,10478,11183,13076.6,8395,7585,32302,10777,31543,8325,9535,13795,10663,11294,9600
1.9,230.6,735.25049,,,,,_735.25_1.9__,,,0,0,,,,,,14772,12363,11969,12011,13481,13017,4742,6405,6697,7223,8247,5792.6,8682,6897,2854,0,0,5438,7946,6979,7812,7322,3846
1.91,244.4,617.35045,,,,,_617.35_1.91__,,,0,0,,,,,,0,0,0,0,0,0,16622,15525,14640,20340,21191,15910.8,21650,20930,8986,15791,0,17090,19884,22316,25186,11432,15741
1.89,234.8,548.29546,,,,,_548.295_1.89__,,,0,0,,,,,,0,0,0,0,0,0,39972,41093,39161,40474,37787,42846.2,37463,42939,46305,35530,61493,32012,40324,35898,40549,28263,37470
1.9,322.6,987.64549,,,,,_987.645_1.9__,,,0,0,,,,,,0,0,0,0,0,0,6169,7706,7317,6838,4699,10060,5393,5831,12498,10476,29713,3644,5719,5301,7620,3864,7247
1.92,213.2,444.31448,,,,,_444.314_1.92__,,,0,0,,,,,,10943,11318,11216,10453,13056,11645,171518,197885,205228,290601,178593,245058.6,227818,229131,293189,212664,412573,105794,249977,194879,262978,117865,231797
1.9,296.4,819.61769,,,,,_819.618_1.9__,,,0,0,,,,,,0,0,0,0,0,0,8506,0,8502,13870,15409,9965.6,13523,12624,0,10682,0,9045,14636,0,16799,8141,9898
1.91,233.1,527.33664,,,,,_527.337_1.91__,,,0,0,,,,,,29749,28432,27886,27129,27226,26165,24081,26612,22123,28973,26939,23962,27641,22746,24990,22368,23813,21109,24501,26158,28323,25037,24898
1.9,300.9,844.56786,,,,,_844.568_1.9__,,,0,0,,,,,,0,0,0,0,0,0,9203,7994,9983,9093,13608,10889,9865,11676,6556,9677,14833,7324,10747,13923,14188,7916,10005
1.91,205.3,421.26202,,,,,_421.262_1.91__,,,0,0,,,,,,71855,61878,62255,65038,58320,54261,55264,59822,55270,62026,62533,71102.2,62684,51971,115720,62572,133097,44656,63103,65701,65636,56249,62868
1.89,318.5,961.62799,,,,,_961.628_1.89__,,,0,0,,,,,,0,0,0,0,0,0,73896,78431,75881,77188,65486,99875.4,64029,76735,142931,74444,258337,43290,56986,65723,72499,55266,80613
1.91,235.3,537.28,,,,,_537.28_1.91__,,,0,0,,,,,,16310,15473,10551,12342,19358,16435,0,0,0,18248,3306,10517.2,13952,14303,10534,0,0,11857,12474,15402,20954,11557,2956
1.9,263.1,692.44331,,,,,_692.443_1.9__,,,0,0,,,,,,0,0,2947,3063,0,0,12507,0,14699,30555,3593,1952.6,4723,0,0,15258,5040,0,0,0,0,6154,16326
1.91,253.8,620.39213,,,,,_620.392_1.91__,,,0,0,,,,,,0,0,2362,0,0,0,9325,8472,6859,7923,6489,7969,6356,7613,12364,9613,12602,5695,7579,6198,0,6334,7994
1.91,268.2,694.4295,,,,,_694.43_1.91__,,,0,0,,,,,,0,0,0,0,0,0,12507,12041,12264,14085,10759,11641.2,15958,6503,12454,13832,9502,13840,12403,9175,8000,18061,15660
1.93,264.6,667.53202,,,,,_667.532_1.93_[M+HCOOH-H]-_,[M+HCOOH-H]-,,0,0,,,,,,258389,264324,311096,258820,276414,280535,126271,130368,128688,209701,130116,181770.4,157816,142294,225783,132900,266637,161831,180274,155009,162732,109890,121230
1.92,226.2,495.36726,,,,,_495.367_1.92_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,23220,23564,30543,22973,6001,6473,18663,23327,28402,5822,20583,0,0,24304,0,0,8527,0,6478,0,0
1.93,243.6,583.28354,,,,,_583.284_1.93_[M-H-H2O]-_,[M-H-H2O]-,,0,0,,,,,,70334,62544,66188,64324,71683,70515,5020,0,26422,24313,34671,28663.4,29677,26858,24403,22313,21064,30578,35140,26835,34931,25061,18250
1.92,199.6,385.29477,,,,,_385.295_1.92_[M+HCOOH-H]-_,[M+HCOOH-H]-,,0,0,,,,,,17302,16599,16875,17522,21764,21225,11193,12626,11345,13491,10986,14717.6,15695,11258,25362,11967,18776,11501,16358,13639,16522,10321,10961
1.95,284.5,777.52042,,,,,_777.52_1.95_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,19563,13833,12729,7274,15977,14055.6,7747,12648,23812,14155,24450,9131,16302,0,0,0,13188
1.96,275,719.56518,,,,,_719.565_1.96__,,,0,0,,,,,,0,0,0,0,0,0,884234,833033,598645,1243107,715178,512282.8,563390,650140,0,646817,0,638898,708986,828486,950132,702458,584753
1.93,236.9,473.30401,,,,,_473.304_1.93__,,,0,0,,,,,,18827,0,0,31760,69946,0,36287,36722,29017,72286,0,25161.2,0,0,0,44632,0,125806,0,0,0,40392,39574
1.93,270.3,693.5486,,,,,_693.549_1.93__,,,0,0,,,,,,5083,6494,8041,0,3090,0,677731,615961,621816,819608,714608,714317.2,656773,773249,756287,616687,644296,658059,839209,758747,802723,578001,610803
1.93,284.6,769.57987,,,,,_769.58_1.93__,,,0,0,,,,,,3179,3208,4061,0,0,4193,124912,124382,111376,113802,137904,111233,72731,95169,231930,118050,198402,90277,99586,162819,126645,129685,107837
1.94,213.4,439.30553,,,,,_439.306_1.94__,,,0,0,,,,,,26121,24686,25075,23789,27901,27053,35355,32495,33021,57288,45544,38427.2,36319,35277,42718,42356,49683,31220,39637,36734,45358,43049,45987
1.94,306.8,949.53085,,,,,_949.531_1.94__,,,0,0,,,,,,0,0,0,0,0,0,0,9261,12652,16162,10728,8941.2,10725,0,0,14266,18526,5298,10157,0,12835,4925,14956
1.94,253.2,660.42093,,,,,_660.421_1.94__,,,0,0,,,,,,0,0,0,0,0,0,41702,50022,46659,50524,31661,42803.2,23509,25871,60100,53987,97222,30073,37341,30295,29131,47323,48263
1.92,227.6,513.28419,,,,,_513.284_1.92__,,,0,0,,,,,,29226,27148,26166,27817,33855,28977,22894,24458,28656,32998,32003,27473.8,30916,29318,32899,22963,25035,21592,30508,27133,27473,23479,26003
1.93,252,650.40157,,,,,_650.402_1.93__,,,0,0,,,,,,3145,0,0,0,0,0,26160,24437,31780,30972,15327,30762.2,19742,20259,35510,27762,57414,25634,30762,17806,20611,36083,30607
1.94,289.3,804.54042,,,,,_804.54_1.94__,,,0,0,,,,,,5994,0,0,0,0,0,36557,34059,30148,0,36784,28035,18711,32809,35194,30232,31437,21491,35727,30043,26207,22796,26993
1.92,183.4,313.27415,,,,,_313.274_1.92__,,,0,0,,,,,,40415,20459,17813,18574,19826,16339,18615,22815,17675,23540,25625,23163.4,22893,14297,22659,20797,37297,18207,23123,16898,20137,37862,18641
1.93,215.1,457.31593,,,,,_457.316_1.93__,,,0,0,,,,,,171687,145424,173646,145969,176738,161545,139913,141209,145280,121832,127893,124259.6,114249,112102,175033,150287,154429,100384,140134,138707,134740,113734,166893
1.93,206.5,413.29372,,,,,_413.294_1.93__,,,0,0,,,,,,10733,8114,11333,7844,10247,11781,13463,15104,19770,16146,20649,17140.8,14407,15403,11596,14570,25605,13218,17071,23044,22618,12215,15268
1.93,311.8,947.5645,,,,,_947.565_1.93__,,,0,0,,,,,,0,0,0,0,0,0,28728,33643,27047,25123,33473,32006,42912,26645,24634,24170,18418,27682,44373,25828,28190,24600,34256
1.95,221.2,433.33152,,,,,_433.332_1.95__,,,0,0,,,,,,30250,36730,38188,31266,37234,37105,45967,34700,37547,36705,33462,27113.8,32308,25553,41134,44080,53840,0,23868,40913,40641,0,43114
1.93,275.6,719.56434,,,,,_719.564_1.93__,,,0,0,,,,,,0,2318,0,0,0,0,2678933,2513693,2640747,2178519,2633100,2691363.2,1935941,2400121,4701102,2542766,4669663,1705099,2745992,2989810,2163627,2284030,2527335
1.93,275.5,718.56697,,,,,_718.567_1.93__,,,0,0,,,,,,0,0,3014,0,0,3838,524444,522812,533145,394859,509115,538049.4,373435,459506,843075,482176,973830,348825,534651,571793,437411,475167,477135
1.93,268.9,653.53372,,,,,_653.534_1.93_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,1686,34726,40730,31202,31609,32876,37187,38715,32029,67061,41967,43700,39923,31568,41246,30969,35002,44391
1.94,242.8,606.37614,,,,,_606.376_1.94_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,41158,32089,26039,40488,24299,29647.2,16973,23163,49142,34393,60531,19119,28450,20074,18328,37983,36762
1.92,272.6,669.53459,,,,,_669.535_1.92__,,,0,0,,,,,,12735,14018,11658,13880,15470,11544,0,19658,17768,12415,0,8753,0,0,19101,15036,14765,13984,15016,12338,0,13746,15122
1.94,189.7,355.2484,,,,,_355.248_1.94__,,,0,0,,,,,,0,0,0,0,0,0,60858,63208,66519,40446,0,59559.6,0,0,227394,65386,297798,0,0,0,0,0,80517
1.93,244.3,585.29858,,,,,_585.299_1.93__,,,0,0,,,,,,0,41307,46119,42139,51866,0,13508,12118,14359,26969,21938,10388,16114,0,17152,20468,0,19344,16482,15196,24637,19621,13341
1.94,273.3,303.23223,,,,,_303.232_1.94__,,,0,0,,,,,,0,0,8285,0,0,0,249164,250352,199468,146235,165628,266744.8,214563,204216,366392,211756,479193,198632,237120,183535,169840,158969,214628
1.93,270.3,692.55051,,,,,_692.551_1.93__,,,0,0,,,,,,0,0,0,0,0,0,167657,155552,169491,204540,163931,178933.4,162360,161697,185216,160406,176211,171136,223263,185388,199403,148775,152613
1.96,275.1,718.5661,,,,,_718.566_1.96_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,224785,242731,160803,300860,202973,139673.2,155351,178883,282438,163453,0,168457,195675,210293,234970,193480,163147
1.94,211.2,431.18299,,,,,_431.183_1.94__,,,0,0,,,,,,69249,86878,80130,83177,82963,75203,46145,46784,56610,0,47983,20983.8,48001,0,0,0,0,0,56918,61130,0,51487,45642
1.93,246,618.37457,,,,,_618.375_1.93__,,,0,0,,,,,,0,0,0,2457,0,1695,27420,22932,27630,29235,12711,24516.8,18860,13252,33996,25745,39442,21841,29189,17584,0,41038,32087
1.95,266.6,659.52402,,,,,_659.524_1.95__,,,0,0,,,,,,0,7300,5279,7674,7189,3485,367528,393459,325561,241359,270484,419269,330876,320700,640622,364754,736790,310842,397137,298933,259753,230571,383546
1.94,244.1,551.29336,,,,,_551.293_1.94__,,,0,0,,,,,,36629,0,41373,43322,0,45914,46974,55016,42953,69106,69033,52162.6,48554,48989,64338,62665,58234,45880,59156,49554,63490,50106,51781
1.93,253.1,655.39392,,,,,_655.394_1.93__,,,0,0,,,,,,6264,7780,8012,8364,8498,8664,20232,24687,28690,9176,9469,7027.4,6961,6176,12744,40874,8899,0,13101,0,11125,8060,40857
1.94,304.5,871.38494,,,,,_871.385_1.94__,,,0,0,,,,,,5434,6665,7646,7126,7575,7084,11076,4374,5949,5645,8506,4812,6619,6695,6811,6854,0,7187,3559,7642,7694,8036,11027
1.92,186.9,325.2736,,,,,_325.274_1.92__,,,0,0,,,,,,16645,14923,14973,14264,15317,14049,9952,10023,8214,15257,3990,9112,12388,11977,10393,11071,0,11314,9881,0,10040,11361,11898
1.92,302.5,867.63711,,,,,_867.637_1.92_[M-H]-_,[M-H]-,,0,0,,,,,,0,1799,0,0,0,0,6289,6966,6572,8127,7090,5302.4,6212,7223,5943,7200,0,5339,7738,0,6388,3173,7254
1.96,218.1,471.33151,,,,,_471.332_1.96__,,,0,0,,,,,,66754,60702,22728,52046,59142,59780,71197,79346,73521,69370,48543,55390.4,50884,45449,61587,86234,83644,38410,58565,49043,61824,44119,92941
1.94,204.5,401.2914,,,,,_401.291_1.94__,,,0,0,,,,,,4833,3754,6265,0,5566,4211,52406,51140,52686,31929,43723,49793.4,32453,37199,113334,47638,103315,25653,50347,61093,38166,36811,42311
1.92,227.2,511.361,,,,,_511.361_1.92__,,,0,0,,,,,,9441,8717,0,7637,9147,7195,7903,11321,11491,12243,7398,4729.4,9476,6032,0,0,0,8139,0,0,9900,8365,11247
1.94,191.8,352.28487,,,,,_352.285_1.94__,,,0,0,,,,,,5631,5009,13578,5168,4233,4088,67029,68478,74837,189876,28276,68053.8,48082,46640,55841,73218,125281,68413,51853,34760,96964,110632,77759
1.91,198.1,383.27878,,,,,_383.279_1.91__,,,0,0,,,,,,17004,17796,19348,17215,20758,19855,16501,17767,21613,2509,15820,14044.4,20884,13680,0,17591,0,17177,18481,18255,20143,14682,15478
1.95,256.1,668.4157,,,,,_668.416_1.95_[M-H]-_,[M-H]-,,0,0,,,,,,15057,11840,11160,11900,13675,12998,12271,9748,12629,14729,11271,10957.8,10722,10291,10120,11930,16135,8608,9033,0,7176,13529,14176
1.92,230.5,527.30123,,,,,_527.301_1.92__,,,0,0,,,,,,13584,11808,0,11530,0,11251,11044,0,10353,14812,10484,13210,12026,12725,18059,12431,15530,9939,15830,10875,13667,10093,2313
1.91,207.4,429.26836,,,,,_429.268_1.91__,,,0,0,,,,,,48113,54370,65349,47184,59160,59660,18013,20877,21381,17626,17847,16538.2,14590,15945,14256,26790,12963,19929,19264,18495,15535,14517,0
1.93,250.8,627.41075,,,,,_627.411_1.93__,,,0,0,,,,,,11818,10944,13239,11726,14651,11247,66465,73289,77607,0,0,7973.4,11885,0,15779,98211,0,10928,17054,18444,0,0,121132
1.92,271,743.45703,,,,,_743.457_1.92__,,,0,0,,,,,,5159,6332,8143,35286,7649,7978,39790,45391,45298,9714,6878,6940,10033,6229,11189,52915,0,7148,11290,7118,8875,0,62764
1.93,246.6,613.29434,,,,,_613.294_1.93__,,,0,0,,,,,,107143,92590,94496,94149,114145,99928,19330,18015,24133,19465,25876,31297.8,39080,21993,7232,17007,15335,22558,57523,15093,25468,21490,17973
1.93,245.6,597.29996,,,,,_597.3_1.93__,,,0,0,,,,,,22223,17912,19956,17813,24236,20527,0,0,0,10392,7951,7040.8,5715,9133,5067,0,6708,8537,5111,0,9205,7739,4937
1.93,178.5,297.24324,,,,,_297.243_1.93__,,,0,0,,,,,,253459,224619,222563,200819,255028,238552,196995,194679,201426,209498,206116,205784,166221,168912,356942,204603,364669,154955,174163,198218,210360,183704,211057
1.93,311.7,946.57119,,,,,_946.571_1.93_[M-H]-_,[M-H]-,,0,0,,,,,,5449,4566,0,0,5385,0,0,6689,8120,0,6262,7681,13587,7293,0,6396,0,5402,12123,12561,0,8827,6380
1.92,278.9,705.56201,,,,,_705.562_1.92_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,0,6687,9963,10308,0,7805.4,10707,9836,10106,9609,0,9180,9304,8720,10057,7266,11211
1.93,256.1,662.40292,,,,,_662.403_1.93__,,,0,0,,,,,,5368,0,0,0,0,1336,17144,16131,19147,17895,11909,17662.8,19642,13162,17352,19796,28878,15135,11497,14356,14616,17913,22182
1.93,238.6,578.34441,,,,,_578.344_1.93__,,,0,0,,,,,,0,0,0,0,0,0,52318,54662,55345,75148,53557,67439.2,56282,66496,80317,58342,104197,42549,67672,52941,72975,0,63675
1.92,249.4,638.40107,,,,,_638.401_1.92__,,,0,0,,,,,,0,17628,19699,16441,19306,0,0,17386,15998,19065,11782,17855,12019,12208,26451,18359,30645,15496,18907,0,11038,19721,19459
1.92,278.3,327.23225,,,,,_327.232_1.92__,,,0,0,,,,,,0,0,0,0,0,0,26119,22464,22365,16271,22148,26941,22112,19853,37236,25753,59359,16115,17266,17595,12093,15781,21569
1.93,211.3,443.29993,,,,,_443.3_1.93_[M-H]-_,[M-H]-,,0,0,,,,,,33764,33666,33609,34712,39917,33632,51216,48994,53800,29120,22322,28084.8,28704,22296,146811,72583,42860,21364,25200,32607,27187,20872,85024
1.94,265.1,706.42836,,,,,_706.428_1.94__,,,0,0,,,,,,5472,5029,7010,4390,4568,0,15371,18545,22362,18264,13771,18433,13891,15833,16008,26411,22759,17305,22377,14940,10542,16854,26559
1.93,279.6,723.57479,,,,,_723.575_1.93_[M-H]-_,[M-H]-,,0,0,,,,,,1881,0,0,0,0,0,11827,12891,10924,13392,13905,14247,13538,14080,21212,10682,18413,10457,14747,16299,16219,16211,11998
1.93,166.6,265.14715,,,,,_265.147_1.93__,,,0,0,,,,,,11982,11992,11246,10383,11456,9045,11887,9538,17195,10648,7090,3645.2,9590,0,0,7336,0,8636,0,12515,8795,8714,14572
1.93,239.7,585.36105,,,,,_585.361_1.93__,,,0,0,,,,,,28107,29805,28765,0,49466,33599,51298,41027,48095,44444,37908,35550,27189,33068,54727,46967,46769,27971,42753,52725,38216,29728,59468
1.94,297.7,881.4965,,,,,_881.497_1.94__,,,0,0,,,,,,0,0,0,0,1885,0,39728,46368,51408,37379,37468,65175,39412,48401,71149,46161,168256,21253,48553,40514,36182,28144,52341
1.95,227.5,497.32693,,,,,_497.327_1.95__,,,0,0,,,,,,19674,57084,37148,51093,59543,20208,31651,0,0,52452,45061,25787.6,48477,0,39268,32570,80461,0,0,39993,32504,52836,30499
1.97,232,548.33629,,,,,_548.336_1.97_[M-H]-_,[M-H]-,,0,0,,,,,,7751,7808,8355,6825,8464,6932,12294,12229,12639,16853,9901,14587.8,0,15063,14805,17660,35998,9550,12328,9040,0,13480,17789
1.95,262,681.43011,,,,,_681.43_1.95__,,,0,0,,,,,,0,0,0,0,0,0,21663,22743,19492,25423,12869,17678.6,11194,13486,34201,26344,48082,0,15631,12297,24965,11220,24476
1.95,266.4,728.44891,,,,,_728.449_1.95_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,15011,15801,13929,12611,6688,11725,10081,0,26837,14812,36545,11999,0,0,9668,17445,0
1.94,288.3,787.55128,,,,,_787.551_1.94__,,,0,0,,,,,,0,0,0,0,0,0,151554,115856,102439,62463,108033,106079.2,78946,94955,143073,92449,163976,77671,114848,118965,81775,78221,83454
1.95,263.4,731.39304,,,,,_731.393_1.95__,,,0,0,,,,,,0,0,0,0,0,0,12013,13813,13649,20734,14321,13645,18216,26458,0,13701,0,0,23551,13559,15593,0,14068
1.96,254.4,666.39865,,,,,_666.399_1.96__,,,0,0,,,,,,0,0,0,1988,0,0,21763,26343,20529,29869,21078,29839.2,25069,23656,26857,25973,57722,22169,20580,28752,17501,35062,26859
1.94,296.1,855.53915,,,,,_855.539_1.94__,,,0,0,,,,,,0,0,2568,0,2480,2129,57493,36908,28190,17077,35830,26177.2,22381,26985,17362,30337,31244,21919,28357,35720,0,22516,23710
1.94,218.5,470.32881,,,,,_470.329_1.94__,,,0,0,,,,,,0,0,0,0,0,0,92798,95116,88949,131218,90069,113027,83909,102283,121228,98369,214166,51245,113532,80026,115897,63172,98294
1.94,288.3,786.55376,,,,,_786.554_1.94_[M-H]-_,[M-H]-,,0,0,,,,,,0,0,0,0,0,0,38032,30536,28387,18001,30619,29746.8,18473,25093,38701,33522,46698,22163,36307,33109,18494,21813,25059
1.95,231.9,560.33349,,,,,_560.333_1.95__,,,0,0,,,,,,1948,0,0,0,0,0,56332,57813,56968,65492,30996,62039.8,30611,32912,113672,66846,174753,36485,35438,35574,37249,66561,61722
1.94,282.8,749.45689,,,,,_749.457_1.94__,,,0,0,,,,,,0,0,0,0,0,0,19822,21128,17755,16685,0,17835.8,14331,14997,15907,11084,21040,17835,20976,26303,17936,17715,22614
1.94,305,947.51945,,,,,_947.519_1.94__,,,0,0,,,,,,0,0,0,0,0,0,9736,9261,9930,8768,7189,10080,10725,6545,8518,9815,18526,5127,9477,6052,7581,5999,10645
1.94,238.4,566.3533,,,,,_566.353_1.94_[M-H]-_,[M-H]-,,0,0,,,,,,6033,0,0,0,0,0,8871,10347,0,16822,13041,12937.8,11421,9956,11474,11589,18369,12170,12773,10528,15992,6906,15092
