RT [min],m/z meas.,M meas.,Ions,MS/MS,Original annotation,Name,Molecular Formula,Annotations,Annotation Source,AQ,Score,Id confidence,mSigma,MS/MS score,Structure,AQ Details,Blank01,Blank02,Blank03,QC01,QC02,QC03,QC04,23,28,6,13,11,QC05,1,29,15,22,5,QC06,33,10,26,17,9,QC07,25,3,7,27,20,QC08,8,30,2,19,21,QC09,18,31,14,24,32,QC10,12,4,16,QC11
0.04,140.9617,139.95442,[M+H]+,FALSE,,_140.9617_0.04_[M+H]+_,,,,,,,,,,,31102,28752,31070,26474,26474,25402,24448,23074,24514,22822,24260,22674,24794,22610,22042,23742,22602,20886,21358,20946,20760,20928,20334,21084,19908,19402,20582,19220,19930,19222,18914,19374,17996,19036,17814,18156,18484,17124,17398,18444,19920,17364,18224,17320,17468,18158,17582
0.04,159.96885,158.96157,[M+H]+,TRUE,,_159.96885_0.04_[M+H]+_,,,,,,,,,,,76452,77976,77356,71018,71018,77542,74076,72626,70794,73550,71766,67758,73818,72278,67884,71006,71318,67906,68874,65862,66930,67222,67134,67154,66262,65884,67266,65090,64150,62208,63698,63760,62568,63256,61780,60286,63744,61406,64664,64330,63440,62868,62606,60312,61984,58952,59814
0.06,659.98506,658.97779,[M+H]+,FALSE,,_659.98506_0.06_[M+H]+_,,,,,,,,,,,8038,5106,26224,23704,23704,11518,6818,21034,7768,17270,9294,10612,11708,6738,19996,14170,7024,22056,15638,12110,13778,7830,22732,13164,22368,9152,7574,9868,17062,7220,0,8018,7330,0,9452,10264,27406,12178,10124,17554,8392,8156,12026,9488,27390,10478,10428
0.07,611.34613,610.33886,[M+H]+,FALSE,,_611.34613_0.07_[M+H]+_,,,,,,,,,,,13912,19256,14572,19020,19020,16140,25640,15222,15348,17732,16948,18186,18412,25698,17610,18470,18362,18398,17820,17204,17378,18044,17358,16380,19440,17584,19214,18110,19636,18526,16156,20724,16230,17240,17576,17596,17962,17708,17870,20408,19738,28596,18766,17862,19030,20300,17608
0.07,805.34647,1608.67838,[M+H+H]2+,FALSE,,_805.34647_0.07_[M+H+H]2+_,,,,,,,,,,,14656,12606,15992,16604,16604,16024,11946,17394,12386,15740,15832,17426,15292,13396,15890,15902,11804,16832,14372,15420,16730,13340,15892,16198,17174,15366,13060,12852,16920,12820,17388,16748,11632,16428,13660,14564,16072,14014,13770,18776,15702,14710,16176,14476,16372,15578,15450
0.07,294.95809,293.95081,[M+H]+,FALSE,,_294.95809_0.07_[M+H]+_,,,,,,,,,,,20396,18328,20812,20912,20912,20950,16536,19540,19572,21066,22994,19886,21682,15430,22880,20106,20316,22820,21914,21768,21764,22902,21040,21834,21008,23834,17878,23010,23430,17808,21632,21706,22916,22598,23116,22320,23106,20958,24404,21392,23120,15700,23508,23944,22920,23424,23084
0.08,873.33376,1744.65296,[M+H+H]2+,FALSE,,_873.33376_0.08_[M+H+H]2+_,,,,,,,,,,,17810,15582,19132,18162,18162,17448,15222,18534,16084,17960,15766,18118,17992,15724,17284,17964,14092,17698,14890,16228,17298,15784,15650,18966,18480,16076,15176,18076,19136,13970,19600,16834,13894,20746,16702,17012,18602,15128,17492,19180,17714,15692,18322,15100,17168,18368,17982
0.09,499.90447,498.89719,[M+H]+,FALSE,,_499.90447_0.09_[M+H]+_,,,,,,,,,,,20526,20418,19364,20904,20904,20258,19708,21548,19700,21702,19270,21760,20856,18708,21638,21042,18878,20140,19410,17536,21416,18786,20392,21160,22516,21598,18706,19754,22198,18438,21392,22428,19410,21994,19540,21698,23684,20252,19094,21946,22020,18428,21564,20476,21996,20482,21800
0.09,907.82886,906.82159,[M+H]+,FALSE,,_907.82886_0.09_[M+H]+_,,,,,,,,,,,24230,23348,23038,25658,25658,22314,22148,25170,22912,25126,22696,25528,21960,23538,23978,23852,23056,25746,23274,23410,24394,23772,23544,24098,22894,22504,21456,22430,24236,21620,25036,26830,22000,26202,22922,23266,24308,24134,23492,25462,24354,23220,24586,23340,23580,25272,25358
0.11,431.91725,430.90998,[M+H]+,FALSE,,_431.91725_0.11_[M+H]+_,,,,,,,,,,,26310,24350,25360,23392,23392,24484,23962,27816,25448,24400,23914,28334,24800,24592,26968,28032,23976,23384,26272,27282,23010,25032,26884,25578,26436,25516,24248,25512,23966,23526,28018,26804,24082,29660,24818,27146,26424,25888,27214,25836,25346,24160,24190,25670,25126,26438,28442
0.11,975.31493,974.30766,[M+H]+,FALSE,,_975.31493_0.11_[M+H]+_,,,,,,,,,,,19872,19674,21754,18456,18456,19030,18716,20110,19562,24190,0,21042,0,19064,20772,19896,19686,19264,19776,18942,0,18688,18684,0,20312,19272,17720,18670,0,18574,21110,24252,18694,23962,0,17780,19554,19494,0,20084,23494,20708,19086,18804,18318,0,23632
0.12,975.81614,974.80887,[M+H]+,FALSE,,_975.81614_0.12_[M+H]+_,,,,,,,,,,,24348,24016,26722,24510,24510,25220,23004,25906,23448,26134,25218,26554,24358,24498,25962,25172,25268,24304,23646,24888,23852,24574,24202,25330,25110,23888,23398,24102,24246,24490,25698,24982,23074,26576,23212,26460,24688,26546,24078,26028,24928,24616,25174,24974,24680,24754,24508
0.12,1111.7911,1110.78383,[M+H]+,FALSE,,_1111.7911_0.12_[M+H]+_,,,,,,,,,,,22342,22336,21728,22366,22366,24042,23192,22676,22924,22762,22928,23046,21336,21208,22840,22120,22660,23326,23444,22622,22132,21454,22032,22858,22786,21100,21960,22722,22946,23690,22084,22172,22278,24936,21282,23810,23196,23830,23670,22144,22588,21828,22456,22006,23452,23012,23048
0.13,1247.76568,1246.7584,[M+H]+,FALSE,,_1247.76568_0.13_[M+H]+_,,,,,,,,,,,17950,18274,19530,20726,20726,19682,19868,19564,19408,20110,18794,20078,19630,21448,19400,20042,19732,20060,20212,18378,19248,19510,18280,19996,19466,19474,18458,19168,18888,20456,19182,18024,19694,19838,19648,19640,18474,19930,18734,20276,20560,20154,19758,18428,19842,18796,18462
0.13,1043.80372,1042.79645,[M+H]+,FALSE,,_1043.80372_0.13_[M+H]+_,,,,,,,,,,,26706,23890,24486,24150,24150,24406,24402,25760,24908,24924,24438,26286,24262,23846,24710,25086,24740,25340,25622,26380,24042,23690,23140,25052,24222,24682,23828,24444,25910,23174,24514,24320,24202,25534,24778,24546,25978,26166,24596,26620,23844,22928,24886,25294,25372,23842,25000
0.14,1179.77859,1178.77131,[M+H]+,FALSE,,_1179.77859_0.14_[M+H]+_,,,,,,,,,,,19960,20738,22518,20630,20630,20780,22184,20562,22418,21332,20540,21814,21444,20618,21518,20998,20520,22436,21532,21708,20394,22080,20940,21374,20976,20078,21970,20276,22970,21978,21792,21096,22720,21156,21858,19800,20724,22306,20896,23040,22862,20462,21722,19880,21724,20834,23728
0.2,1281.25766,1280.25038,[M+H]+,FALSE,,_1281.25766_0.2_[M+H]+_,,,,,,,,,,,16140,16776,15458,17494,17494,16730,17348,16088,16770,16788,17554,17266,16316,16660,17636,16320,16696,16988,17566,16980,16138,16402,16116,16958,16580,16740,17214,15888,17058,15968,17220,16708,16968,16734,16240,17070,17276,16762,16958,16070,18164,17526,17290,17004,16708,17712,17192
0.21,668.87011,667.86283,[M+H]+,FALSE,,_668.87011_0.21_[M+H]+_,,,,,,,,,,,42352,23794,23974,25794,25794,22818,23336,24700,22858,21434,23424,26570,23588,23780,23802,22998,22356,37362,23580,22014,0,25964,23124,22344,22930,24774,22472,22518,21874,30802,0,23124,23176,39874,22168,24384,0,23036,22724,21916,24274,0,24304,22826,24906,22306,22518
0.33,228.9558,227.94852,[M+H]+,FALSE,,_228.9558_0.33_[M+H]+_,,,,,,,,,,,15324,14450,15452,13916,13916,16664,15258,15416,15598,15256,15924,12994,14328,13374,16596,13826,13536,15624,15632,15864,13996,14722,15018,14172,15452,12926,15966,14282,14744,14886,15514,14710,14366,14582,14426,16860,14944,14514,15722,16418,15234,14422,15902,14252,14520,15702,14786
0.35,356.90937,355.90209,[M+H]+,FALSE,,_356.90937_0.35_[M+H]+_,,,,,,,,,,,10886,10016,10026,11528,11528,16046,15614,16164,17738,16302,15972,16000,16746,17196,13268,13776,14660,17310,15314,15042,13478,13968,17570,14914,14612,14432,16932,17370,17562,16676,15718,16350,15218,18484,16976,18770,16452,19026,17146,17732,17298,16836,16874,16332,16062,17050,15742
0.36,288.92209,287.91482,[M+H]+,FALSE,,_288.92209_0.36_[M+H]+_,,,,,,,,,,,19648,19638,18550,18256,18256,19008,18700,20854,21338,21000,20342,19308,20408,20304,17916,18838,20582,19940,18996,18760,20024,19604,19692,18770,17266,20352,19762,19112,19866,20086,20676,19200,22038,20982,21182,21346,21852,20372,19780,21688,21556,20882,20594,19546,20750,21492,19750
0.36,224.95637,223.94909,[M+H]+,FALSE,,_224.95637_0.36_[M+H]+_,,,,,,,,,,,16884,16544,17300,23766,23766,25972,25846,26784,25644,29034,25792,27660,25478,26656,25240,26008,26350,27058,24216,26520,27092,25450,27546,29240,26874,26244,26328,26972,27952,26738,27218,28310,27270,25328,27260,29468,27156,26090,25496,28606,26840,28008,28498,25812,27752,26354,28200
0.37,220.93452,219.92725,[M+H]+,FALSE,,_220.93452_0.37_[M+H]+_,,,,,,,,,,,16990,16974,0,15420,15420,16178,16292,14882,13406,14356,14118,14348,15496,15630,14846,14848,15826,14494,14948,15196,15602,15734,15646,16196,15076,15354,14492,14504,14356,15666,15740,16272,17432,14836,16028,16422,13988,15392,15084,15890,15218,15402,14054,15628,15104,14292,15900
0.37,348.98995,347.98267,[M+H]+,FALSE,,_348.98995_0.37_[M+H]+_,,,,,,,,,,,15094,15400,15690,15074,15074,14362,16028,15490,14606,13962,15020,15456,11688,14862,15324,13938,14660,14200,14248,14618,13764,12952,13276,13618,13384,14764,14304,14370,11872,15740,12972,14936,13328,14710,13180,14512,14160,14420,14218,15724,15756,13990,13786,13330,14592,13704,13566
0.38,201.00822,200.00094,[M+H]+,FALSE,,_201.00822_0.38_[M+H]+_,,,,,,,,,,,4998,5470,5124,10352,10352,17928,16274,15378,16814,16090,15136,14494,15432,14272,14840,14912,13960,14424,14376,13432,13608,14640,13650,14794,13898,14058,14480,13900,14432,16828,17280,14074,14632,14388,14774,15676,15912,14324,15022,16128,13870,15808,14950,15796,15456,15346,15698
0.41,179.01322,178.00595,[M+H]+,FALSE,,_179.01322_0.41_[M+H]+_,,,,,,,,,,,3648,3320,3606,16390,16390,18900,17844,17280,16900,18332,16660,17522,16318,17676,15678,15386,15132,16248,14952,14360,15438,16434,16002,16770,16742,15816,16108,15374,16582,17814,15368,15952,15092,15842,14882,16506,16762,14694,14200,14420,16902,16024,14454,14994,15610,15398,14962
0.44,217.04708,216.0398,[M+H]+,FALSE,,_217.04708_0.44_[M+H]+_,,,,,,,,,,,19450,19366,17352,18008,18008,16974,16930,17458,16590,17374,17202,16950,17626,16910,16164,16868,17262,16528,17160,17666,16334,16940,16916,16530,17268,17706,17014,17928,17722,17094,16602,17192,16322,17040,17684,16642,17580,15794,16088,20100,17720,16508,18054,16336,17652,16954,16384
0.63,99.53134,197.04813,[M+H+H]2+,TRUE,,_99.53134_0.63_[M+H+H]2+_,,,,,,,,,,,215132,369602,183752,36448,36448,0,31394,0,0,32218,33266,32506,31534,32066,30962,0,31804,31858,33568,32390,32926,30654,0,31860,32896,32534,33392,0,32800,31296,0,32968,33686,33026,32132,35086,33850,34436,33158,0,33258,33450,38722,36086,34512,35228,33570
0.63,98.01382,194.01309,[M+H+H]2+,FALSE,,_98.01382_0.63_[M+H+H]2+_,,,,,,,,,,,22344,21422,22058,33806,33806,28712,26732,25664,26874,26950,26958,25558,28346,26484,24866,26946,25688,23906,25636,25680,24432,23570,23110,25292,24028,23900,22190,23174,22170,23090,23118,24388,22842,22494,24502,22900,21298,23630,21040,21574,21436,21328,21796,21446,20248,22036,20996
0.66,140.96169,139.95442,[M+H]+,FALSE,,_140.96169_0.66_[M+H]+_,,,,,,,,,,,17514,17426,18098,25998,25998,22454,21304,20946,20378,20830,21136,20738,21780,19704,18552,20358,19028,18492,18518,18884,18850,19344,18170,18216,17750,18000,18790,17604,17772,18320,17050,16624,17390,16084,16268,17038,18714,16532,17208,15876,15626,17010,15912,15048,15468,15330,14770
0.67,89.507,176.99944,[M+H+H]2+,FALSE,,_89.507_0.67_[M+H+H]2+_,,,,,,,,,,,15290,14640,13704,31782,31782,29242,29974,30158,28350,28968,28258,27166,29762,29992,25966,29392,27874,30426,26130,29468,26398,28264,25744,25380,27298,26450,29464,26146,26058,27468,24148,26370,24210,24480,26320,25220,23488,22914,24434,24380,24878,24258,24014,23436,25476,24368,26048
0.67,93.60214,185.18972,[M+H+H]2+,FALSE,,_93.60214_0.67_[M+H+H]2+_,,,,,,,,,,,0,0,0,21282,21282,20724,21204,13142,11508,15408,16196,22170,21894,30992,14480,33230,24708,34516,21594,20140,12958,54462,16752,28292,23468,18746,22954,53378,14588,22108,22046,16402,16594,20986,16016,27586,23258,8114,19062,16924,12674,21938,27580,18686,37510,35158,25450
0.67,145.60762,289.20069,[M+H+H]2+,FALSE,,_145.60762_0.67_[M+H+H]2+_,,,,,,,,,,,0,0,0,44652,44652,42742,45480,38338,50112,36192,23526,39486,47602,38984,52358,54560,38488,44434,44592,39460,34014,73724,42952,45186,43378,41174,45166,56000,45930,42866,43956,35936,44216,42680,44206,47162,44854,36998,61696,33196,39600,49804,44434,38260,45988,58642,42840
0.69,264.01117,263.0039,[M+H]+,FALSE,,_264.01117_0.69_[M+H]+_,,,,,,,,,,,0,0,1570,16718,16718,15300,14660,14484,15032,14052,14582,15826,14526,15206,15540,14744,15182,17020,14766,14792,16060,14744,14252,16870,14768,16930,15048,14928,14862,14428,14336,15572,14728,14948,15576,14484,14460,14156,13612,14302,15478,12878,13258,12888,11904,13066,12080
0.69,308.21804,307.21076,[M+H]+,FALSE,,_308.21804_0.69_[M+H]+_,,,,,,,,,,,0,0,1508,33754,33754,36540,35120,36848,39910,30364,21428,33522,33232,29756,34680,44084,32454,35104,36048,34334,27822,40470,34206,37562,37454,32754,36006,37866,35660,35396,32736,31524,34124,30550,35160,40314,34042,27650,44122,31408,30160,38724,35566,30858,38940,43328,35518
0.7,265.01489,264.00761,[M+H]+,TRUE,,_265.01489_0.7_[M+H]+_,,,,,,,,,,,0,0,0,53460,53460,59648,47148,61142,43206,55106,43094,49152,40896,40476,39118,43462,43378,49562,43066,41176,46666,33492,33990,40244,38476,39960,38346,39478,42418,43796,38532,48856,37682,44854,41974,43042,39002,39710,35424,37576,43522,41118,38282,44746,37712,45240,41178
0.7,276.94806,275.94079,[M+H]+,FALSE,,_276.94806_0.7_[M+H]+_,,,,,,,,,,,0,0,0,23932,23932,27672,27718,11274,17036,15260,13912,13520,37946,10710,31992,10890,12394,12220,38846,9908,18098,15012,12878,16018,46032,14774,16328,14368,15922,12870,49846,12320,17944,14368,14066,10752,55430,18562,17124,13820,14872,14460,63736,13682,17216,17448,64808
0.71,139.5277,277.04085,[M+H+H]2+,FALSE,,_139.5277_0.71_[M+H+H]2+_,,,,,,,,,,,0,0,0,34816,34816,34096,32330,35092,29240,30712,35300,32544,29800,33096,26556,32694,36322,34546,31892,29444,34378,27230,31070,32058,30034,29586,33000,34672,28558,28702,31472,32796,28570,32208,30358,33732,32558,28672,29580,32016,34586,27668,29822,34880,33866,28534,29842
0.71,334.96237,333.95509,[M+H]+,FALSE,,_334.96237_0.71_[M+H]+_,,,,,,,,,,,0,0,0,22524,22524,21412,21078,22534,19854,20206,22602,22756,21064,22618,18816,21802,23060,23954,19744,20044,24718,19974,19046,22892,21422,22296,25078,24268,19064,21162,19836,21526,20708,21802,22372,22794,20500,20558,21770,23316,25912,16822,20932,22504,24304,21428,20290
0.71,247.97978,246.9725,[M+H]+,FALSE,,_247.97978_0.71_[M+H]+_,,,,,,,,,,,0,0,858,20750,20750,20298,23808,20422,21396,21376,24012,23504,23918,26264,22408,25298,22518,25258,21930,20920,23774,21140,22934,25876,24022,22166,25990,25336,21002,21952,23058,26260,22926,25034,23616,26232,21850,23426,24890,24726,24562,19698,22434,23896,21190,22184,23204
0.71,112.00636,110.99908,[M+H]+,TRUE,,_112.00636_0.71_[M+H]+_,,,,,,,,,,,3864,3972,9686,79296,79296,75530,73656,73676,72656,71254,71834,78372,70798,74038,65788,73966,68650,82358,77634,69462,75376,64142,66658,75714,71880,72120,75352,72996,68112,70856,73344,78300,68418,73430,71518,75560,72980,72124,70024,72336,75016,67852,75594,75936,81858,72820,76326
0.71,333.96532,332.95804,[M+H]+,FALSE,,_333.96532_0.71_[M+H]+_,,,,,,,,,,,0,0,0,20214,20214,19766,20924,21594,19078,18926,20674,21984,20380,23496,18380,20778,23204,25158,21140,19652,23192,17272,19250,23348,19528,19996,22924,21030,17384,20682,20994,23348,19444,22342,22910,23568,21754,19178,20788,20596,23296,15708,21032,24376,20276,20266,19862
0.71,82.53713,163.0597,[M+H+H]2+,TRUE,,_82.53713_0.71_[M+H+H]2+_,,,,,,,,,,,122060,109998,263732,3077888,3077888,2984262,3045506,3011246,2879748,2927642,3073168,3059626,3030224,3005196,2735666,3073142,3063716,3222182,3000258,2884352,3071816,2776942,2929312,3093932,3073640,3022856,3118152,3050796,2794592,2921884,3020098,3149260,2829982,3045750,3022890,3180064,3020344,2956036,2913184,3160368,3123688,2831190,3056044,3146716,3262820,3066624,3095486
0.71,83.03782,82.03054,[M+H]+,FALSE,,_83.03782_0.71_[M+H]+_,,,,,,,,,,,0,19440,51392,647180,647180,623136,644858,652204,593272,620092,669094,665482,659718,645980,574420,656052,652504,706110,644174,606762,663116,575102,619850,663762,663434,649266,664510,647756,582462,604080,628288,648794,591346,623166,644958,669250,632572,603584,597268,653802,668742,585138,647078,677598,692004,636160,652644
0.71,134.99909,133.99181,[M+H]+,FALSE,,_134.99909_0.71_[M+H]+_,,,,,,,,,,,0,0,0,32342,32342,30024,30990,32850,28482,30628,34722,31606,33170,31328,31206,35848,32136,33238,31454,31372,35532,30788,34186,33674,32504,30394,35314,33382,32496,34752,34894,39012,32058,35956,34894,34872,32852,32632,32860,35678,33566,27618,34160,33464,0,31318,0
0.71,401.94013,400.93285,[M+H]+,FALSE,,_401.94013_0.71_[M+H]+_,,,,,,,,,,,0,0,0,21202,21202,21176,21834,24558,21456,19174,21060,23364,19686,20136,17382,21280,21456,22724,19282,16436,21230,17642,17574,21874,20254,21456,23382,22968,17066,19650,17884,20704,17444,22108,23166,22784,20444,19862,18962,22062,24056,14234,18386,24566,19606,19140,20406
0.71,83.53599,165.05743,[M+H+H]2+,TRUE,,_83.53599_0.71_[M+H+H]2+_,,,,,,,,,,,16184,16466,37504,492566,492566,477742,487784,489544,456238,482686,490282,499602,504900,489652,436024,499154,502600,536372,494482,451670,495184,439146,474888,497022,503228,489098,513914,493492,444804,462948,489482,507356,442706,501538,493950,522940,499136,466550,447310,516588,512160,459554,485834,520230,534464,487732,496526
0.71,84.95964,83.95236,[M+H]+,FALSE,,_84.95964_0.71_[M+H]+_,,,,,,,,,,,196002,341114,179500,56440,56440,55326,53254,48450,57892,62414,48784,46998,53184,41754,55842,69976,45724,31456,53464,49652,44482,69054,95410,40998,53320,46008,43012,53956,67202,55930,53508,42400,56592,35126,39878,56662,57314,50000,46372,55480,32824,109100,52086,42186,31982,70572,55346
0.71,82.54822,163.08189,[M+H+H]2+,FALSE,,_82.54822_0.71_[M+H+H]2+_,,,,,,,,,,,0,0,1424,182638,182638,172130,177808,180298,161980,164352,188038,183986,182336,179974,149888,183076,180870,197078,174742,163096,182758,152906,167538,185550,179522,175992,188310,175918,149228,160880,172658,181780,152804,167736,171230,186194,170360,157138,153534,181296,179208,154220,177710,190478,192790,165724,176396
0.71,91.54235,181.07014,[M+H+H]2+,TRUE,,_91.54235_0.71_[M+H+H]2+_,,,,,,,,,,,28098,27050,56028,884558,884558,863616,871768,894484,811212,832012,906910,913488,911332,852504,755820,882438,890080,959432,876686,814410,896234,788430,850798,900462,882244,857808,911614,863268,769206,809788,883842,885198,792336,856044,861518,939632,870082,814506,786994,900448,897178,800124,894258,921670,939954,838056,866098
0.71,81.03313,160.05171,[M+H+H]2+,FALSE,,_81.03313_0.71_[M+H+H]2+_,,,,,,,,,,,788,1014,2028,0,0,0,28816,27006,0,26754,30586,27480,0,0,0,28520,28156,0,26196,24248,26682,23598,27564,26728,26898,26546,28048,30940,26416,0,0,27220,23752,28288,27168,29492,28650,25882,24416,27696,28122,24838,29326,30706,30400,26888,29976
0.71,80.03425,158.05395,[M+H+H]2+,FALSE,,_80.03425_0.71_[M+H+H]2+_,,,,,,,,,,,5244,5284,12210,194364,194364,193624,194828,196560,184144,191734,204970,200372,211586,194762,169252,197620,196310,219606,187662,183512,194656,173556,186502,196396,202888,189368,195084,198466,178356,182822,195532,207964,175768,184678,193386,205230,200788,177696,170734,194368,195434,171632,206920,212930,227000,188940,197898
0.71,89.03948,176.06441,[M+H+H]2+,FALSE,,_89.03948_0.71_[M+H+H]2+_,,,,,,,,,,,570,0,782,19280,19280,19570,18928,18404,15938,17736,17596,19174,20294,16652,14340,18350,18274,18872,19350,16556,17586,16448,17176,17604,18850,17168,17108,19840,15484,16584,16812,19026,16758,18074,19080,19144,18618,14968,16192,17552,19108,16202,18466,20050,19182,16210,17516
0.71,100.54773,199.0809,[M+H+H]2+,FALSE,,_100.54773_0.71_[M+H+H]2+_,,,,,,,,,,,678,1036,2126,19020,19020,18372,19330,19230,17694,18468,21110,19354,20280,19008,15366,20568,19732,20230,21016,19910,20602,17386,18644,21168,19506,18916,21206,20604,17656,17444,19774,21294,18620,21700,20512,22942,18304,19404,18486,20892,20352,18978,19922,22952,22448,19322,20426
0.72,112.08697,111.07969,[M+H]+,FALSE,,_112.08697_0.72_[M+H]+_,,,,,,,,,,,4716,1836,117472,44550,44550,43634,41216,1322,8002,44972,22030,59426,39400,105796,59664,35728,38224,2106,39450,3088,4476,5022,16228,4628,37904,93460,185170,4908,106590,11618,43640,22446,8714,4002,1504,145552,37408,72002,9224,14574,10686,74182,37788,1224,2694,13168,37926
0.73,215.08748,214.0802,[M+H]+,FALSE,,_215.08748_0.73_[M+H]+_,,,,,,,,,,,0,0,0,20408,20408,19480,19864,25312,41000,23290,16876,15416,18322,13222,28902,16250,17950,17164,19430,19978,15534,19504,21346,17178,17042,19868,14964,11582,31878,25328,18392,13094,33144,24488,21288,10670,18562,17326,40198,15792,13716,21792,17886,20998,12632,23672,16734
0.76,174.93809,173.93081,[M+H]+,FALSE,,_174.93809_0.76_[M+H]+_,,,,,,,,,,,16160,7856,61598,15572,15572,15324,16496,9646,15140,14792,15556,16166,15212,16742,16638,15058,18532,11956,16090,14192,16354,23350,16078,15816,16606,18012,22102,20156,18134,14534,15092,16926,15526,11484,19752,13310,15240,17550,15318,16042,13524,20258,16934,9574,11254,20526,15190
0.76,258.89943,257.89215,[M+H]+,FALSE,,_258.89943_0.76_[M+H]+_,,,,,,,,,,,11362,5108,189062,115934,115934,114966,118160,88994,122136,115252,119670,113570,112154,110164,129922,119596,129924,83844,116838,104024,115278,151086,121654,116996,114650,121308,147302,126120,142450,114170,112322,122164,115330,89160,142512,70526,113826,144838,114682,123756,96638,143188,109436,74238,78116,140362,109860
0.76,122.92462,121.91734,[M+H]+,TRUE,,_122.92462_0.76_[M+H]+_,,,,,,,,,,,4806,1542,108478,294328,294328,270926,287646,307166,306072,294854,275708,313376,279708,264514,327142,299598,281304,250740,295234,287544,313224,278764,292592,309094,282324,314754,267886,289318,318800,312214,283736,320304,334738,298690,312988,205780,292304,323914,340948,321156,293276,317034,292310,312128,245720,290092,291210
0.79,296.06615,295.05887,[M+H]+,FALSE,,_296.06615_0.79_[M+H]+_,,,,,,,,,,,0,0,1386,109980,109980,130424,132496,168858,35952,62450,96342,142268,106438,183022,20476,108680,99812,184358,100482,31382,115164,16772,56166,111140,125742,64256,149876,132718,36078,63502,124890,88220,39350,122538,46434,371106,90666,24890,29408,113554,187110,12652,108382,263092,326130,73456,102226
0.79,163.97789,162.97061,[M+H]+,TRUE,,_163.97789_0.79_[M+H]+_,,,,,,,,,,,1112,0,15362,263454,263454,226888,213268,218146,268658,274498,211894,212970,223518,209062,200812,170684,205596,252058,228056,282988,222142,223658,236540,248404,237084,158548,211532,206894,222146,169400,191780,213204,221246,242066,165052,245862,246846,188280,287148,187546,212754,248260,219036,166518,146510,188782,240808
